Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_parentyp2,Intravenous fluid type,,"This refers to the type of parenteral or intravenous (IV) fluid is prescribed as a replacement of fluid, electrolytes, calories, vitamins, and other nutritional substances. Intravenous fluids may be crystalloids (commonly including 0.9% Sodium Chloride (Normal Saline), Lactated Ringer’s (USP), 0.45% Sodium Chloride (Half-normal saline), 0.45% normal saline + 4% Glucose (Half-normal saline with dextrose), 0.18%-0.3% Sodium Chloride + 4% Glucose (Hypotonic saline with dextrose), 5% Glucose (Dextrose 5% in Water), Ringer’s acetate or Plasmalyte) or colloids (commonly including gelatins, starches or albumin). ",Select the most appropriate option corresponding to the type of intravenous or parenteral fluid(s) administered.,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_parentyp3,Intravenous fluid type,,"This refers to the type of parenteral or intravenous (IV) fluid is prescribed as a replacement of fluid, electrolytes, calories, vitamins, and other nutritional substances. Intravenous fluids may be crystalloids (commonly including 0.9% Sodium Chloride (Normal Saline), Lactated Ringer’s (USP), 0.45% Sodium Chloride (Half-normal saline), 0.45% normal saline + 4% Glucose (Half-normal saline with dextrose), 0.18%-0.3% Sodium Chloride + 4% Glucose (Hypotonic saline with dextrose), 5% Glucose (Dextrose 5% in Water), Ringer’s acetate or Plasmalyte) or colloids (commonly including gelatins, starches or albumin). ",Select the most appropriate option corresponding to the type of intravenous or parenteral fluid(s) administered.,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_parentyp4,Intravenous fluid type,,"This refers to the type of parenteral or intravenous (IV) fluid is prescribed as a replacement of fluid, electrolytes, calories, vitamins, and other nutritional substances. Intravenous fluids may be crystalloids (commonly including 0.9% Sodium Chloride (Normal Saline), Lactated Ringer’s (USP), 0.45% Sodium Chloride (Half-normal saline), 0.45% normal saline + 4% Glucose (Half-normal saline with dextrose), 0.18%-0.3% Sodium Chloride + 4% Glucose (Hypotonic saline with dextrose), 5% Glucose (Dextrose 5% in Water), Ringer’s acetate or Plasmalyte) or colloids (commonly including gelatins, starches or albumin). ",Select the most appropriate option corresponding to the type of intravenous or parenteral fluid(s) administered.,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_parentyp5,Intravenous fluid type,,"This refers to the type of parenteral or intravenous (IV) fluid is prescribed as a replacement of fluid, electrolytes, calories, vitamins, and other nutritional substances. Intravenous fluids may be crystalloids (commonly including 0.9% Sodium Chloride (Normal Saline), Lactated Ringer’s (USP), 0.45% Sodium Chloride (Half-normal saline), 0.45% normal saline + 4% Glucose (Half-normal saline with dextrose), 0.18%-0.3% Sodium Chloride + 4% Glucose (Hypotonic saline with dextrose), 5% Glucose (Dextrose 5% in Water), Ringer’s acetate or Plasmalyte) or colloids (commonly including gelatins, starches or albumin). ",Select the most appropriate option corresponding to the type of intravenous or parenteral fluid(s) administered.,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_cryst,Crystalloid volume (mL/24 hours),,"Crystalloid fluids refer to aqueous solutions of mineral salts and other small, water-soluble molecules. They are commonly used for fluid resuscitation in the presence of hypovolemia, hemorrhage, sepsis, and dehydration Common crystalloids include 0.9% Sodium Chloride (Normal Saline), Lactated Ringer’s (USP), 0.45% Sodium Chloride (Half-normal saline), 0.45% normal saline + 4% Glucose (Half-normal saline with dextrose), 0.18%-0.3% Sodium Chloride + 4% Glucose (Hypotonic saline with dextrose), 5% Glucose (Dextrose 5% in Water), Ringer’s acetate or Plasmalyte.",Record the volume of crystalloid fluids the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_colloid,Colloid volume (mL/24 hours),,"Colloid fluids are solutions that contain large molecules, such as proteins or polysaccharides, which remain in the bloodstream for a longer duration compared to crystalloids. These fluids help maintain or expand intravascular volume by drawing water into the blood vessels via oncotic pressure. Common colloids include gelatins, starches or albumin. ",Record the volume of colloid fluids the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood,BLOOD PRODUCTS,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_occur,Blood / blood products transfusion,"1, Yes | 0, No | 99, Unknown","This refers to a transfusion of blood (whole blood or packed red blood cells) or other blood products excluding human normal immunoglobulin (e.g. albumin, granulocytes, platelets, fresh-frozen plasma (FFP), FP24, PF-24, cryoprecipitate, protein C concentrate, cryosupernatant, or a specific non-recombinant clotting factor) at any time on the date of assessment. ","Indicate 'Yes', if the patient received blood products or blood product transfusion any time between 00:00 and 24:00 hours on day of assessment. If 'Yes' Select the product(s) below.",
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_type,Select all blood products that were administered.,"1, Platelets | 2, Cryoprecipitate | 3, Whole blood | 4, Frozen fresh plasma | 5, Fibrinogen concentrate | 6, Packed RBC (red cell concentrate)","This refers to a transfusion of blood (whole blood or packed red blood cells) or other blood products excluding human normal immunoglobulin (e.g. albumin, granulocytes, platelets, fresh-frozen plasma (FFP), FP24, PF-24, cryoprecipitate, protein C concentrate, cryosupernatant, or a specific non-recombinant clotting factor) at any time on the date of assessment. Platelets refers to the transfer of blood platelets from a donor to a recipient or reinfusion to the donor. Cryoprecipitate refers to a frozen blood product prepared from frozen plasma that contains fibrinogen (factor I), antihemophilic factor (factor VIII), factor XIII, von Willebrand factor (vWF) and fibronectin. Whole blood refers to intravenous administration of whole blood (blood that contains plasma and red blood cells) into an individual. Packed RBC refers to red blood cells from a unit of whole blood following removal of most of the plasma, leaving a unit with a haematocrit of about 60%. Fresh frozen plasma refers to the plasma that is separated from the whole blood and frozen quickly after a blood donation in order to be used for blood transfusions. Fibrinogen concentrate is a haemostatic agent used for the treatment of acute bleeding episodes in patients with congenital fibrinogen deficiency, including afibrinogenemia and hypofibrinogenemia.",Select the most appropriate option(s) corresponding to the blood product(s) that were administered.,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_plate,Platelets (units/24 hours),,Platelets refers to the transfer of blood platelets from a donor to a recipient or reinfusion to the donor.,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_cryo,Cryoprecipitate (units/24 hours),,"Cryoprecipitate refers to a frozen blood product prepared from frozen plasma that contains fibrinogen (factor I), antihemophilic factor (factor VIII), factor XIII, von Willebrand factor (vWF) and fibronectin.Cryoprecipitate refers to a frozen blood product prepared from frozen plasma that contains fibrinogen (factor I), antihemophilic factor (factor VIII), factor XIII, von Willebrand factor (vWF) and fibronectin.",Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_whole,Whole blood volume (units/24 hours),,Whole blood refers to intravenous administration of whole blood (blood that contains plasma and red blood cells) into an individual. ,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_plasma,Frozen fresh plasma (units/24 hours),,Fresh frozen plasma refers to the plasma that is separated from the whole blood and frozen quickly after a blood donation in order to be used for blood transfusions.,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_fibrin,Fibrinogen concentrate (units/24 hours),,"Fibrinogen concentrate is a haemostatic agent used for the treatment of acute bleeding episodes in patients with congenital fibrinogen deficiency, including afibrinogenemia and hypofibrinogenemia.",Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_rcc,Packed RBC (red cell concentrate) (units/24 hours),,"Packed RBC refers to red blood cells from a unit of whole blood following removal of most of the plasma, leaving a unit with a haematocrit of about 60%.",Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_intravenim,Intravenous immunoglobulin,"1, Yes | 0, No | 99, Unknown","This refers to immunoglobulin preparations used in intravenous infusion, containing primarily Immunoglobulin G (IgG).Examples of commercial intravenous immunoglobulin IVIG preparations include Octagam®, Intragam P®, KIOVIG®, Flebogamma 5% DIF®, Carimune NF®, Gamunex®, Gammagard S/D®, Gammagard Liquid®, Gammaked® and Privigen®.","Indicate 'Yes', if the patient received intravenous immunoglobulin between 00:00 and 24:00 hours on the day of assessment.",
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_plasmapher,Plasmapheresis / plasma exchange,"1, Yes | 0, No | 99, Unknown","Plasmapheresis (plasma exchange) refers to the extracorporeal separation of blood components, resulting in a filtered product. Methods include discontinuous flow centrifugation, continuous flow centrifugation and plasma filtration.","Indicate 'Yes', if the patient received plasmapheresis between 00:00 and 24:00 hours on the day of assessment.",
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_antibiotic,Antibiotics,"1, Yes | 0, No | 99, Unknown",Antibiotic refers to any agent(s) that selectively target bacteria. Topical preparations should not be recorded.,"Indicate 'Yes', if the patient received antibiotics between 00:00 and 24:00 hours on day of assessment",
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_steroids,Corticosteroids,"1, Yes | 0, No | 99, Unknown","Corticosteroids (commonly referred to as 'steroids') refers to all types of therapeutic corticosteroid, made in the adrenal cortex (the outer part of the adrenal gland). They are also made in the laboratory. Examples include: prednisolone, prednisone, methyl-prednisolone, dexamethasone, hydrocortisone, fluticasone, betametasone. Topical preparations are not included, but inhaled preparations are included.","Indicate 'Yes', if the patient received 'steroids' between 00:00 and 24:00 hours on day of assessment.",
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_unlisted,Other intervention(s) or procedure(s),"1, Yes | 0, No | 99, Unknown",This refers to any other specific therapeutic intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.,Indicate 'Yes' if other intervention(s) or procedure(s) were used between 00:00 and 24:00 hours on day of assessment. ,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_unlisted_oth,If other: Please specify other intervention(s) or procedure(s),,This refers to any other specific therapeutic intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.,"If 'Yes', please specify the therapeutic intervention(s) or procedure(s)not otherwise characterised that you believe may be relevant.",
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_suppleo2,Supplemental oxygen,"1, Yes | 0, No | 99, Unknown","This refers to any method of oxygen therapy that may be delivered via nose cannula, mask or non-invasive or invasive ventilation.","Indicate 'Yes', if the patient received supplemental oxygen between 00:00 and 24:00 hours on day of assessment.",
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_nasalprongs,Nasal prongs,"1, Yes | 0, No | 99, Unknown",This refers to the mode in which the patient received supplemental oxygen on day of assessment. Nasal prongs or nasal cannluae deliver oxygen through two small prongs or cannulae insterted into the nostrils.,"Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_facemask,Face mask,"1, Yes | 0, No | 99, Unknown","This refers to the mode in which the patient received supplemental oxygen on day of assessment. A simple oxygen face mask is a device placed over a patient's nose, mouth, or tracheostomy to administer oxygen to the airway.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_hfno,High flow nasal oxygen,"1, Yes | 0, No | 99, Unknown","This refers to the mode in which the patient received supplemental oxygen on day of assessment. High -flow nasal oxygen therapy is a non-invasive respiratory support that delivers warmed, humidified, oxygen-enriched air to patients through a high-flow nasal cannula at flow rates greater than those typically delivered by standard-flow oxygen devices.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_niv,Non-invasive ventilation,"1, Yes | 0, No | 99, Unknown","This refers to the mode in which the patient received supplemental oxygen on day of assessment. Non-invasive ventilation refers to the provision of ventilatory support through the patient's upper airway using a mask or similar device, without the need for tracheal intubation. Examples include Continuous Positive Airway Pressure (CPAP) and Biphasic Continuous Positive Airway Pressure (BiPAP). ","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_nivtyp,Type of non-invasive respiratory support,"1, CPAP | 2, BIPAP | 88, Other | 99, Unknown","Non-invasive respiratory support or ventilation (NIV) refers to the provision of ventilatory support through the patient's upper airway using a mask or similar device. It includes high-flow nasal cannula, continuous positive airway pressure (CPAP) and bilevel positive airway pressure (BPAP).",Select the single most appropriate option corresponding to the type of NIV used between 00:00 and 24:00 hours on day of assessment.,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_nivunlist,If other: Specify other type of non-invasive ventilation,,"Non-invasive respiratory support or ventilation (NIV) refers to the provision of ventilatory support through the patient's upper airway using a mask or similar device. It includes high-flow nasal cannula, continuous positive airway pressure (CPAP) and bilevel positive airway pressure (BPAP).","If 'Other', specify other type of non-invasive ventilation.",
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_imv,Invasive ventilation,"1, Yes | 0, No | 99, Unknown","This refers to the mode in which the patient received supplemental oxygen on day of assessment. Invasive ventilation indicates that patient has undergone tracheal intubation, for the purpose of invasive mechanical ventilation. Invasive mechanical ventilation (IMV) is a method to mechanically assist or replace spontaneous breathing in patients by use of a powered device that forces oxygenated air into the lungs. The mode of intubation may be orotracheal, nasotracheal, or via a cricothyrotomy or tracheotomy.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_ecmo,ECLS / ECMO,"1, Yes | 0, No | 99, Unknown","This refers to the mode in which the patient received supplemental oxygen on day of assessment. Extracorporeal Membrane Oxygenation (ECMO) also called to as Extracorporeal life support (ECLS) refers to application of a life support system that circulates the blood through an oxygenating system, which may consist of a pump, a membrane oxygenator, and a heat exchanger.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_ecmotyp,Type of ECLS / ECMO,"1, Veno-venous (VV) | 2, Veno-arterial (VA) | 99, Unknown","The two main types of Extracorporeal Membrane Oxygenation (ECMO), also called Extracorporeal life support (ECLS), are veno-venous (venous-venous), which is used to support the lungs and veno-arterial (venous-arterial), which is used to support the lungs and heart.",Select the single most appropriate option corresponding to the type of ECLS / ECMO used between 00:00 and 24:00 hours on day of assessment.,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_pao2yn,PaO2 sample type,"1, Arterial | 2, Capillary | 3, Venous | 99, Unknown | 0, Not done",This refers to the type of blood sample used to measure partial pressure of oxygen in blood (PaO2) using blood gas analysis.,Select the type of blood sample used to measure partial pressure of oxygen.,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_pao2,PaO2 (select units),,,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_pao2_kpa,PaO2 (kPa),,This refers to the lowest PaO2 (in kPa) between 00:00 and 24:00 on day of assessment.,Record the lowest PaO2 (in kPa) that was measured between 00:00 and 24:00 hours on day of assessment.,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_pao2_mmhg,PaO2 (mmHg),,This refers to the lowest PaO2 (in mmHg) between 00:00 and 24:00 on day of assessment.,Record the lowest PaO2 (in mmHg) that was measured between 00:00 and 24:00 hours on day of assessment.,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_highfio,FiO2 at time of PaO2 (select units),,,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_highfio_02110,"FiO2 at time of PaO2 (Fraction, 0.21-1.0)",,"This refers to the measured fraction of inspired oxygen (FiO2), expressed as a fraction. delivered at the time of the lowest PaO2 (partial pressure of oxygen in blood) recorded above.",Write the FiO2 at time of the lowest PaO2 (recorded above) that occurred any time between 00:00 and 24:00 on day of assessment.,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_highfio_pcnt,"FiO2 at time of PaO2 (%, 21-100)",,"This refers to the measured fraction of inspired oxygen (FiO2), expressed as a percentage, delivered at the time of the lowest PaO2 (partial pressure of oxygen in blood) recorded above.",Write the FiO2 at time of the lowest PaO2 (recorded above) that occurred any time between 00:00 and 24:00 on day of assessment.,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_prone,Prone positioning,"1, Yes | 0, No | 99, Unknown",Prone positioning refers to the act of having the patient lying in the prone position to assist ventilation. This includes both invasive ventilation/intubated patients and non-intubated or self-ventilating patients. ,"Indicate 'Yes', for any patients if they have been in the prone position to aid their ventilation at any time during admission. If 'Yes' Indicate what type of ventilation was occurring while prone positioning below.",
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_prone_when,When was the prone positioning?,"1, During invasive ventilation | 2, Whilst self-ventilating | 99, Unknown",This refers to the type of assisted ventilation when the patient was placed in prone position. This may be either invasive ventilation / intubated patients or non-intubated / self-ventilating patients. ,Specify the type of assisted ventilation administered when the patient was placed in prone position.,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_oth,Other respiratory support intervention(s) or procedure(s),"1, Yes | 0, No | 99, Unknown",This refers to any other specific respiratory support intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.,Indicate 'Yes' if other respiratory support intervention(s) or procedure(s) were used between 00:00 and 24:00 hours on day of assessment. ,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_othspec,If other: Please specify other respiratory support intervention(s) or procedure(s),,This refers to any other specific respiratory support intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.,"If 'Yes', please specify the respiratory support intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.",
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_critcare,Were advanced care (including acute organ support and critical care) therapeutic interventions administered on this date?,"1, Yes | 0, No | 99, Unknown","This refers to any advanced care (including acute organ support and critical care) therapeutic intervention(s) that were administered between 00:00 and 24:00 hours on day of assessment. This section does not include any respiratory organ support intervention(s), which are recorded seperately. ","Indicate 'Yes', if any advanced care (including acute organ support and critical care) therapeutic intervention(s) or procedure(s) were administered between 00:00 and 24:00 hours on day of assessment.",
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_icu,ICU / ITU / HDU / Intermediate Care Unit admission,"1, Yes | 0, No | 99, Unknown","This refers to admission of the patient tointensive care units (ICU), intensive therapy/treatment units (ITU), critical care units, high dependency units (HDU) or unit of similar level between 00:00 and 24:00 hours on day of assessment.","Indicate 'Yes', if the patient was admitted to ICU (or unit of similar level) between 00:00 and 24:00 hours on day of assessment. ",
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_neuromusc,Neuromuscular blocking agents,"1, Yes | 0, No | 99, Unknown","This refers to the use of neuromuscular blockers between 00:00 and 24:00 hours on day of assessment.. Examples include Atracurium, Cisatracurium, Nimbex, Norcuron, Pancuronium, Pavulon, Rocuronium, Tracrium, Vecuronium, Zemuron.","Indicate 'Yes', if neuromuscular blockers were used between 00:00 and 24:00 hours on day of assessment.",
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_nitricoxide,Inhaled nitric oxide,"1, Yes | 0, No | 99, Unknown","This refers to nitric oxide as in inhalant between 00:00 and 24:00 hours on day of assessment. Inhaled nitric oxide is typically used for hypoxic respiratory failure, among other uses.",Indicate 'Yes' if inhaled nitric oxide was used any time between 00:00 and 24:00 hours on day of assessment.,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_tracheostmy,Tracheostomy inserted,"1, Yes | 0, No | 99, Unknown","This refers to the surgical formation of an opening into the trachea through the neck, or the opening so created.",Indicate 'Yes' if a tracheostomy was inserted at any time between 00:00 and 24:00 on day of assessment.,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_rtt,Renal replacement therapy (RRT) or dialysis / hemofiltration,"1, Yes | 0, No | 99, Unknown","This refers to treatments that substitute for the blood-filtering function of the kidneys. It includes dialysis (hemodialysis or peritoneal dialysis), hemofiltration, and hemodiafiltration. It may be intermittent or continuous.",Indicate 'Yes' if renal replacement therapy was done any time between 00:00 and 24:00 on day of assessment.,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_rtt_typ,Type of renal replacement therapy (RRT) or dialysis / hemofiltration,"1, Intermittent | 2, Continuous | 99, Unknown","This refers to treatments that substitute for the blood-filtering function of the kidneys. It includes dialysis (hemodialysis or peritoneal dialysis), hemofiltration, and hemodiafiltration. It may be intermittent or continuous. Intermittent refers to procedures with non-continuous blood purification (e.g., dialysis, filtration and/or perfusion) via vascular access by increasing blood flow rate. Continuous refers to procedures with continuous blood purification (e.g., dialysis, filtration or perfusion) via vascular access designed to mimic kidney function in kidney diseases.",Select the single most appropriate option corresponding to the type of renal replacement therapy (RRT) or dialysis / hemofiltration,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_vasopress,Any vasopressor / inotropic support,"1, Yes | 0, No | 99, Unknown","This refers to continuous use of a vasopressor or inotrope for at least one hour. A vasopressor is a pharmaceutical agent that causes vasoconstriction. Agents include norepinephrine, epinephrine, vasopressin, terlipressin and phenylephrine. An inotrope is a pharmaceutical agent that alters the force of myocardial contractility. Commonly used 'positive' inotropes include dobutamine, dopamine, milrinone and adrenaline (epinephrine).","Indicate 'Yes', if this agent was used for at least one hour between 00:00 and 24:00 hours on day of assessment. Indicate the amount used below.",
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_vasopress1,Dopamine < 5ug/kg/min OR dobutamine OR milrinone OR levosimendan,"1, Yes | 0, No | 99, Unknown",This refers to the type of vasopressors used.,"Indicate 'Yes', if this agent(s) was used for at least one hour between 00:00 and 24:00 hours on day of assessment. Indicate the amount used below.",
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_vasopress2,Dopamine 5-15ug/kg/min OR epinephrine(adrenaline) / norepinephrine(noradrenaline) < 0.1ug/kg/min OR vasopressin OR phenylephrine,"1, Yes | 0, No | 99, Unknown",This refers to the type of vasopressors used.,"Indicate 'Yes', if this agent(s) was used for at least one hour between 00:00 and 24:00 hours on day of assessment. Indicate the amount used below.",
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_vasopress3,Dopamine >15ug/kg/min OR epinephrine(adrenaline) / norepinephrine(noradrenaline) > 0.1ug/kg/min,"1, Yes | 0, No | 99, Unknown",This refers to the type of vasopressors used.,"Indicate 'Yes', if this agent(s) was used for at least one hour between 00:00 and 24:00 hours on day of assessment. Indicate the amount used below.",
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_critcareunlst,Other advanced care intervention(s) or procedure(s) ,"1, Yes | 0, No | 99, Unknown",This refers to any other specific advanced care (including acute organ support and critical care) therapeutic intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.,Indicate 'Yes' if other critical care intervention(s) or procedure(s) were used between 00:00 and 24:00 hours on day of assessment. ,
daily,ADVANCED CARE INTERVENTIONS: Record all advanced care interventions given between 00:00 to 24:00 on day of assessment.,critd_critcareunlst_oth,If other: Please specify other advanced care intervention(s) or procedure(s) ,,This refers to any other advanced care (including acute organ support and critical care) therapeutic intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.,"If 'Yes', please specify the critical care therapeutic intervention(s) or procedure(s)not otherwise characterised that you believe may be relevant.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_dailydata,Enter Laboratory Results data for this date?,"1, Yes | 0, No","This section refers only to those laboratory tests that were performed at the time that the patient stayed in the clinical facility (hospital) and collected on the date of assessment. In general, results that were rejected by the clinical team (e.g. haemolysed blood samples, contaminated microbiology results) should not be reported.","Indicate 'Yes', if laboratory samples were taken on the date of assessment. If no laboratory samples were taken on the date of assessment indicate 'No' and skip to the next section. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements, please report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_fbc,Enter full blood count results,"1, Yes | 0, No | 99, Unknown",This refers to results from full blood count ,Indicate 'Yes' to enter full blood count results,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_haemo,Haemoglobin (select units),,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_haemo_gdl,Haemoglobin (g/dL),,Haemoglobin (Hb or Hgb) refers to haemoglobin concentration measurement in blood.,"Write haemoglobin (g/dL) level. If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_haemo_gl,Haemoglobin (g/L),,This refers to the haemoglobin concentration measurement in blood.,"Write haemoglobin (g/L) level. If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
