Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
lesion_sole_type,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Tipo de lesiones en las plantas,"1, Vesícula | 2, Pústula | 3, Lesiones ulceradas | 4, Lesiones necrotizantes | 5, Lesiones fungiformes | 6, Lesiones hemorrágicas | 88, Otras","Se refiere al tipo de lesiones cutáneas que afectan a las plantas de los pies. Una vesícula es una lesión elevada y llena de líquido transparente. Una pústula es una lesión elevada y llena de pus, un líquido opaco. Una lesión ulcerada es una lesión con rotura de la piel. Una lesión necrotizante es una lesión con tejido necrótico (muerto). Una lesión fungiforme es una lesión de los tejidos subyacentes que atraviesa la superficie de la piel. ","Seleccione la opción más adecuada que represente el tipo de lesiones que afectan a esta zona, entre las 00:00 y las 24:00 del día de la evaluación."
lesion_sole_oth,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Si es otro: Especifique otro tipo de lesiones en las plantas,,Se refiere al tipo de lesiones cutáneas que afectan a las plantas de los pies.,"Si «Otros», escriba el tipo de lesiones que afectan a esta zona, entre las 00:00 y las 24:00 del día de la evaluación."
lesion_sole_num,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Número de lesiones en las plantas,,Se refiere al número de lesiones que afectan a las plantas de los pies.,"Escriba el número de lesiones que afectan a esta zona, entre las 00:00 y las 24:00 del día de la evaluación."
lesion_genit,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,¿Hay alguna lesión en los genitales externos?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de lesiones cutáneas que afectan a los genitales externos.,Indique «Sí» si hay lesiones activas que afectan a esta zona entre las 00:00 y las 24:00 del día de la evaluación.
lesion_genit_type,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Tipo de lesiones en los genitales externos,"1, Vesícula | 2, Pústula | 3, Lesiones ulceradas | 4, Lesiones necrotizantes | 5, Lesiones fungiformes | 6, Lesiones hemorrágicas | 88, Otras","Se refiere al tipo de lesiones cutáneas que afectan a los genitales externos. Una vesícula es una lesión elevada y llena de líquido transparente. Una pústula es una lesión elevada y llena de pus, un líquido opaco. Una lesión ulcerada es una lesión con rotura de la piel. Una lesión necrotizante es una lesión con tejido necrótico (muerto). Una lesión fungiforme es una lesión de los tejidos subyacentes que atraviesa la superficie de la piel.","Seleccione la opción más adecuada que represente el tipo de lesiones que afectan a esta zona, entre las 00:00 y las 24:00 del día de la evaluación."
lesion_genit_type_oth,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Si es otro: Especifique otro tipo de lesiones en los genitales externos,,Se refiere al tipo de lesiones cutáneas que afectan a los genitales externos.,"Si «Otro», escriba el tipo de lesiones que afectan a esta zona, entre las 00:00 y las 24:00 del día de la evaluación."
lesion_genit_num,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Número de lesiones en los genitales externos,,Se refiere al número de lesiones que afectan a los genitales externos.,"Escriba el número de lesiones que afectan a esta zona, entre las 00:00 y las 24:00 del día de la evaluación."
lesion_peri,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,¿Hay lesiones perianales?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de lesiones cutáneas que afectan a la región perianal.,Indique «Sí» si hay lesiones activas que afectan a esta zona entre las 00:00 y las 24:00 del día de la evaluación.
lesion_peri_type,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Tipo de lesiones perianales,"1, Vesícula | 2, Pústula | 3, Lesiones ulceradas | 4, Lesiones necrotizantes | 5, Lesiones fungiformes | 6, Lesiones hemorrágicas | 88, Otras","Se refiere al tipo de lesiones cutáneas que afectan a la región perianal. Una vesícula es una lesión elevada y llena de líquido transparente. Una pústula es una lesión elevada y llena de pus, un líquido opaco. Una lesión ulcerada es una lesión con rotura de la piel. Una lesión necrotizante es una lesión con tejido necrótico (muerto). Una lesión fungiforme es una lesión de los tejidos subyacentes que atraviesa la superficie de la piel. ","Seleccione la opción más adecuada que represente el tipo de lesiones que afectan a esta zona, entre las 00:00 y las 24:00 del día de la evaluación."
lesion_peri_type_oth,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Especifique otro tipo de lesiones perianales,,Se refiere al tipo de lesiones cutáneas que afectan a la región perianal.,"Si «Otros», escriba el tipo de lesiones que afectan a esta zona, entre las 00:00 y las 24:00 del día de la evaluación."
lesion_peri_num,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Número de lesiones perianales,,Se refiere al número de lesiones que afectan a la región perianal.,"Escriba el número de lesiones que afectan a esta zona, entre las 00:00 y las 24:00 del día de la evaluación."
lesion_mouth,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,¿Hay lesiones dentro de la boca?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de lesiones mucosas dentro de la boca (cavidad oral).,Indique «Sí» si hay lesiones activas que afectan a esta zona entre las 00:00 y las 24:00 del día de la evaluación.
lesion_mouth_stat,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Estado de las lesiones dentro de la boca,"1, Dolor | 2, Sangrado o secreción | 3, Ulceración","Se refiere al estado de las lesiones mucosas en la boca (cavidad oral). Una lesión que causa dolor se asocia con una sensación desagradable, incómoda o dolorosa en el lugar de la lesión. Una lesión que sangra o supura se asocia con sangrado de los vasos sanguíneos o secreción de líquido seroso o purulento en el lugar de la lesión. Una lesión ulcerada se asocia con la erosión de la membrana mucosa de la boca, que muestra una excavación local de la superficie en el lugar de la lesión.","Seleccione la opción más adecuada que represente el tipo de lesiones que afectan a esta zona, entre las 00:00 y las 24:00 del día de la evaluación."
lesion_vagin,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,¿Hay lesiones en el canal vaginal?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de lesiones mucosas en el canal vaginal.,Indique «Sí» si hay lesiones activas que afectan a esta zona entre las 00:00 y las 24:00 horas del día de la evaluación.
lesion_vagin_stat,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Estado de las lesiones en el canal vaginal,"1, Dolor | 2, Sangrado o secreción | 3, Ulceración","Se refiere al estado de las lesiones mucosas en el canal vaginal. Una lesión que causa dolor se asocia con una sensación desagradable, incómoda o dolorosa en el lugar de la lesión. Una lesión que sangra o supura se asocia con sangrado de los vasos sanguíneos o secreción de líquido seroso/purulento en el lugar de la lesión. Una lesión ulcerada se asocia con la erosión de la membrana mucosa de la boca, que muestra una excavación local de la superficie en el lugar de la lesión.",Seleccione la opción más adecuada que represente el tipo de lesiones que afectan a esta zona entre las 00:00 y las 24:00 horas del día de la evaluación.
lesion_rectum,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,¿Hay lesiones en el recto?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de lesiones mucosas en el recto.,Indique «Sí» si hay lesiones activas que afectan a esta zona entre las 00:00 y las 24:00 horas del día de la evaluación.
lesion_rectum_stat,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Estado de las lesiones rectales,"1, Dolor | 2, Sangrado o secreción | 3, Ulceración | 4, Tenesmo","Se refiere al estado de las lesiones mucosas en el recto. Una lesión que causa dolor se asocia con una sensación desagradable, incómoda o dolorosa en el lugar de la lesión. Una lesión que sangra o secreta se asocia con sangrado de los vasos sanguíneos o secreción de líquido seroso/purulento en el lugar de la lesión. Una lesión ulcerada se asocia con la erosión de la membrana mucosa de la boca, mostrando una excavación local de la superficie en el lugar de la lesión.","Seleccione la opción más adecuada que represente el tipo de lesiones que afectan a esta zona, entre las 00:00 y las 24:00 horas del día de la evaluación."
lesion_anorec,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Anorrectitis,"1, Sí | 0, No | 99, Desconocido",Se define como la inflamación de las membranas mucosas del ano y/o el recto que puede ir acompañada de dolor o sangrado.,Indique «Sí» si el paciente ha experimentado esto en algún momento durante la fecha de la evaluación.
lesion_penis,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,¿Hay lesiones en el pene?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de lesiones mucosas en el pene.,Indique «Sí» si hay lesiones activas que afectan a esta zona entre las 00:00 y las 24:00 horas del día de la evaluación.
lesion_penis_stat,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Estado de las lesiones en el pene,"1, Dolor | 2, Sangrado o secreción | 3, Ulceración","Se refiere al estado de las lesiones mucosas en el pene. Una lesión que causa dolor se asocia con una sensación desagradable, incómoda o dolorosa en el lugar de la lesión. Una lesión que sangra o supura se asocia con sangrado de los vasos sanguíneos o secreción de líquido seroso/purulento en el lugar de la lesión. Una lesión ulcerada se asocia con la erosión de la membrana mucosa de la boca, que muestra una excavación local de la superficie en el lugar de la lesión.",Seleccione la opción más adecuada que represente el tipo de lesiones que afectan a esta zona entre las 00:00 y las 24:00 horas del día de la evaluación.
lesion_othsite,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Otros sitios,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de lesiones mucosas que afectan a otros sitios.,"Indique «Sí» si hay lesiones activas que afectan a otras zonas entre las 00:00 y las 24:00 horas del día de la evaluación, no especificadas anteriormente."
lesion_othsite_spec,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Especifique otros sitios,,Se refiere a la presencia de lesiones mucosas que afectan a otros sitios.,"Si la respuesta es «Sí», escriba la ubicación de las lesiones mucosas que afectan a otras zonas."
lesion_othstat,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Estado de las lesiones en otros sitios,"1, Dolor | 2, Sangrado o secreción | 3, Ulceración","Se refiere al estado de las lesiones mucosas que afectan a otros sitios. Una lesión que causa dolor se asocia con una sensación desagradable, incómoda o dolorosa en el lugar de la lesión. Una lesión que sangra o supura se asocia con sangrado de los vasos sanguíneos o secreción de líquido seroso/purulento en el lugar de la lesión. Una lesión ulcerada se asocia con la erosión de la membrana mucosa de la boca, que muestra una excavación local de la superficie en el lugar de la lesión.","Seleccione la opción más adecuada que represente el tipo de lesiones que afectan a esta zona, entre las 00:00 y las 24:00 horas del día de la evaluación."
lesion_24hr,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,¿Han aparecido nuevas lesiones cutáneas o mucosas en las últimas 24 horas? (puede ser mejor evaluado por los pacientes),"1, Sí | 0, No | 99, Desconocido",Se refiere a la aparición de una nueva lesión cutánea o mucosa en las últimas 24 horas.,Indique «Sí» si han aparecido nuevas lesiones en las últimas 24 horas.
lesion_sl,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Número total estimado de lesiones cutáneas en el cuerpo,"0, Ninguno | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000","Documente únicamente las lesiones cutáneas relacionadas con la infección por el patógeno de interés. No se deben incluir las lesiones cicatrizadas (sin costra, con piel nueva). No se deben incluir las erupciones cutáneas por eritema multiforme o cualquier otra causa.",Seleccione la opción más adecuada que mejor represente el número de lesiones cutáneas entre las 00:00 y las 24:00 del día de la evaluación.
lesion_ml,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Número total estimado de lesiones mucosas en el cuerpo,"0, Ninguno | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000","Documente únicamente las lesiones mucosas relacionadas con la infección por el patógeno de interés. No se deben incluir las lesiones cicatrizadas (sin costra, con piel nueva). No se deben incluir las erupciones cutáneas por eritema multiforme o cualquier otra causa.",Seleccione la opción más adecuada que mejor represente el número de lesiones mucosas entre las 00:00 y las 24:00 del día de la evaluación.
lesion_slpain,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Dolor en cualquier sitio de las lesiones cutáneas,"1, Sí | 0, No | 99, Desconocido","Se refiere a una sensación desagradable, incómoda o dolorosa en el lugar o lugares de la lesión cutánea.",Indique «Sí» si el paciente ha experimentado esto entre las 00:00 y las 24:00 del día de la evaluación.
lesion_slpain_score,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,"Puntuación máxima del dolor, donde 0 significa «sin dolor» y 10 significa «el peor dolor posible».",,"Se refiere a la valoración objetiva del paciente sobre la intensidad del dolor en el lugar o lugares de la lesión, en una escala del 0 al 10. Donde 0 representa «sin dolor» y 10 representa «el peor dolor imaginable».",Indique la valoración del paciente sobre la intensidad del dolor en el lugar o lugares de la lesión.
lesion_mlpain,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Dolor en cualquier lesión de la mucosa,"1, Sí | 0, No | 99, Desconocido","Se refiere a una sensación desagradable, incómoda o dolorosa en el lugar o lugares de la lesión mucosa.",Indique «Sí» si el paciente ha experimentado esto entre las 00:00 y las 24:00 del día de la evaluación.
lesion_mlpain_score,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,"Puntuación máxima del dolor, donde 0 significa «sin dolor» y 10 significa «el peor dolor posible».",,"Se refiere a la valoración objetiva del paciente sobre la intensidad del dolor en el lugar o lugares de la lesión, en una escala del 0 al 10. Donde 0 representa «sin dolor» y 10 representa «el peor dolor imaginable».",Indique la valoración del paciente sobre la intensidad del dolor en el lugar o lugares de la lesión.
lesion_desc,diario,EVALUACIÓN DE PIEL Y MUCOSAS: Registrar la información más alterada entre las 00:00 y 24:00 del día de evaluación,Describa cualquier otra complicación de la lesión,,Se refiere a otras complicaciones de la lesión que no se han especificado anteriormente. ,Describa otras complicaciones de la lesión que se hayan producido o se hayan identificado por primera vez entre las 00:00 y las 24:00 horas del día de la evaluación y que no se hayan especificado anteriormente.
treat_dailydata,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,¿Introducir datos sobre tratamientos e intervenciones para esta fecha?,"1, Sí | 0, No",Esta sección se refiere a los tratamientos o intervenciones que se suelen realizar y registrar en la sala de urgencias y/o en la sala o unidad médica de agudos en la que se ingresó al paciente entre las 00:00 y las 24:00 horas del día de la evaluación.,Indique «Sí» si se han realizado y registrado tratamientos o intervenciones entre las 00:00 y las 24:00 horas del día de la evaluación.
treat_fluid,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Cualquier líquido recetado,"1, Sí | 0, No | 99, Desconocido","Se refiere a cualquier líquido prescrito (oral o parenteral/intravenoso), excepto aquellos que el paciente consume de forma no prescrita en su dieta.",Indique «Sí» si se le recetaron y administraron líquidos al paciente entre las 00:00 y las 24:00 horas del día de la evaluación.
treat_fluid_oral,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Rehidratación oral,"1, Sí | 0, No | 99, Desconocido",Se refiere a los líquidos enterales/orales con fines de rehidratación.,Indique «Sí» si el paciente recibió rehidratación oral entre las 00:00 y las 24:00 horas del día de la evaluación.
treat_fluid_oralvol,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Volumen de rehidratación oral (ml/24 horas),,Se refiere a los líquidos enterales/orales con fines de rehidratación.,"Si la respuesta es «Sí», registre la cantidad de líquidos enterales/orales administrados con fines de rehidratación entre las 00:00 y las 24:00 horas del día de la evaluación en mililitros (ml)."
treat_fluid_parent,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Líquidos intravenosos (parenterales),"1, Sí | 0, No | 99, Desconocido","Se refiere a los líquidos intravenosos, que incluyen cristaloides, albúmina, gelatina, almidones u otras soluciones.",Indique «Sí» si el paciente recibió líquidos intravenosos entre las 00:00 y las 24:00 horas del día de la evaluación.
treat_fluid_parent_type,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Tipo de líquido intravenoso,,"Se refiere al tipo de líquido parenteral o intravenoso (IV) que se prescribe como sustituto de líquidos, electrolitos, calorías, vitaminas y otras sustancias nutricionales. Los líquidos intravenosos pueden ser cristaloides (que suelen incluir cloruro de sodio al 0,9 % (solución salina normal), Ringer lactato (USP), cloruro de sodio al 0,45 % (solución salina semianormal), solución salina normal al 0,45 % + glucosa al 4 % (solución salina semianormal con dextrosa), cloruro de sodio al 0,18 %-0, 3 % de cloruro sódico + 4 % de glucosa (solución salina hipotónica con dextrosa), 5 % de glucosa (dextrosa al 5 % en agua), acetato de Ringer o Plasmalyte) o coloides (que suelen incluir gelatinas, almidones o albúmina). ",Seleccione la opción más adecuada correspondiente al tipo de líquido(s) intravenoso(s) o parenteral(es) administrado(s).
treat_fluid_cryst,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Volumen de cristaloides (ml/24 horas),,"Los líquidos cristaloides son soluciones acuosas de sales minerales y otras moléculas pequeñas solubles en agua. Se utilizan habitualmente para la reanimación con líquidos en casos de hipovolemia, hemorragia, sepsis y deshidratación. Entre los cristaloides más comunes se encuentran el cloruro sódico al 0,9 % (solución salina normal), el Ringer lactato (USP), el cloruro sódico al 0,45 % (solución salina semianormal), el cloruro sódico al 0, 45 % de solución salina normal + 4 % de glucosa (solución salina semianormal con dextrosa), 0,18 %-0,3 % de cloruro de sodio + 4 % de glucosa (solución salina hipotónica con dextrosa), 5 % de glucosa (dextrosa al 5 % en agua), acetato de Ringer o Plasmalyte.",Registre el volumen de líquidos cristaloides que recibió el paciente entre las 00:00 y las 24:00 horas del día de la evaluación en mililitros (ml).
treat_fluid_colloid,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Volumen de coloides (ml/24 horas),,"Los fluidos coloidales son soluciones que contienen moléculas grandes, como proteínas o polisacáridos, que permanecen en el torrente sanguíneo durante más tiempo que los cristaloides. Estos fluidos ayudan a mantener o aumentar el volumen intravascular al atraer agua hacia los vasos sanguíneos mediante la presión oncótica. Entre los coloides más comunes se encuentran las gelatinas, los almidones o la albúmina. ",Registre el volumen de líquidos coloidales que recibió el paciente entre las 00:00 y las 24:00 horas del día de la evaluación en mililitros (ml).
treat_blood,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Transfusión de sangre/productos sanguíneos,"1, Sí | 0, No | 99, Desconocido","Se refiere a una transfusión de sangre (sangre total o concentrado de hematíes) u otros productos sanguíneos, excluida la inmunoglobulina humana normal (por ejemplo, albúmina, granulocitos, plaquetas, plasma fresco congelado (PFC), FP24, PF-24, crioprecipitado, concentrado de proteína C, criosupernatante o un factor de coagulación no recombinante específico) en cualquier momento de la fecha de la evaluación. ","Indique «Sí» si el paciente recibió hemoderivados o transfusiones de hemoderivados en cualquier momento entre las 00:00 y las 24:00 horas del día de la evaluación. Si «Sí», seleccione el producto o productos a continuación."
treat_blood_type,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Seleccione todos los productos sanguíneos que se administraron.,"1, plaquetas | 2, crioprecipitado | 3, sangre completa | 4, plasma fresco congelado | 5, concentrado de fibrinógeno | 6, concentrado de glóbulos rojos (concentrado de hematíes)","Se refiere a una transfusión de sangre (sangre completa o concentrado de hematíes) u otros productos sanguíneos, excluida la inmunoglobulina humana normal (por ejemplo, albúmina, granulocitos, plaquetas, plasma fresco congelado (PFC), FP24, PF-24, crioprecipitado, concentrado de proteína C, criosupernatante o un factor de coagulación específico no recombinante) en cualquier momento de la fecha de la evaluación. Las plaquetas se refieren a la transferencia de plaquetas sanguíneas de un donante a un receptor o a la reinfusión al donante. El crioprecipitado se refiere a un producto sanguíneo congelado preparado a partir de plasma congelado que contiene fibrinógeno (factor I), factor antihemofílico (factor VIII), factor XIII, factor von Willebrand (vWF) y fibronectina. La sangre total se refiere a la administración intravenosa de sangre total (sangre que contiene plasma y glóbulos rojos) a una persona. Los glóbulos rojos concentrados se refieren a los glóbulos rojos de una unidad de sangre total tras la eliminación de la mayor parte del plasma, dejando una unidad con un hematocrito de aproximadamente el 60 %. El plasma fresco congelado se refiere al plasma que se separa de la sangre total y se congela rápidamente después de una donación de sangre para ser utilizado en transfusiones sanguíneas. El concentrado de fibrinógeno es un agente hemostático utilizado para el tratamiento de episodios hemorrágicos agudos en pacientes con deficiencia congénita de fibrinógeno, incluyendo la afibrinogenemia y la hipofibrinogenemia.",Seleccione la opción o opciones más adecuadas correspondientes a los hemoderivados que se administraron.
treat_blood_plate,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Plaquetas (unidades/24 horas),,Las plaquetas se refieren a la transferencia de plaquetas sanguíneas de un donante a un receptor o a la reinfusión al donante.,Registre el número de unidades que recibió el paciente entre las 00:00 y las 24:00 horas del día de la evaluación en mililitros (ml).
treat_blood_cryo,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Crioprecipitado (unidades/24 horas),,"El crioprecipitado es un producto sanguíneo congelado preparado a partir de plasma congelado que contiene fibrinógeno (factor I), factor antihemofílico (factor VIII), factor XIII, factor von Willebrand (vWF) y fibronectina.",Registre el número de unidades que recibió el paciente entre las 00:00 y las 24:00 horas del día de la evaluación en mililitros (ml).
treat_blood_whole,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Volumen de sangre total (unidades/24 horas),,La sangre total se refiere a la administración intravenosa de sangre completa (sangre que contiene plasma y glóbulos rojos) a una persona.,Registre el número de unidades que recibió el paciente entre las 00:00 y las 24:00 del día de la evaluación en mililitros (ml).
treat_blood_plasma,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Plasma fresco congelado (unidades/24 horas),,El plasma fresco congelado se refiere al plasma que se separa de la sangre completa y se congela rápidamente después de una donación de sangre para ser utilizado en transfusiones sanguíneas.,Registre el número de unidades que recibió el paciente entre las 00:00 y las 24:00 del día de la evaluación en mililitros (ml).
treat_blood_fibrin,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Concentrado de fibrinógeno (unidades/24 horas),,"El concentrado de fibrinógeno es un agente hemostático utilizado para el tratamiento de episodios hemorrágicos agudos en pacientes con deficiencia congénita de fibrinógeno, incluyendo la afibrinogenemia y la hipofibrinogenemia.",Anote el número de unidades que recibió el paciente entre las 00:00 y las 24:00 horas del día de la evaluación en mililitros (ml).
treat_blood_rcc,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Concentrado de hematíes (unidades/24 horas),,"Los glóbulos rojos concentrados son glóbulos rojos procedentes de una unidad de sangre total tras la eliminación de la mayor parte del plasma, dejando una unidad con un hematocrito de aproximadamente el 60 %.",Anote el número de unidades que recibió el paciente entre las 00:00 y las 24:00 horas del día de la evaluación en mililitros (ml).
treat_intravenim,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Inmunoglobulina intravenosa,"1, Sí | 0, No | 99, Desconocido","Se refiere a preparados de inmunoglobulina, que contienen principalmente inmunoglobulina G (IgG), que se utilizan en infusiones intravenosas. Algunos ejemplos son Octagam®, Intragam P®, KIOVIG®, Flebogamma 5 % DIF®, Carimune NF®, Gamunex®, Gammagard S/D®, Gammagard Liquid®, Gammaked® y Privigen®.",Indique «Sí» si el paciente recibió inmunoglobulina intravenosa entre las 00:00 y las 24:00 horas del día de la evaluación.
treat_plasmapher,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Plasmaféresis/canalización de plasma,"1, Sí | 0, No | 99, Desconocido","La plasmaféresis (canalización extracorpórea) se refiere a la separación extracorpórea de los componentes sanguíneos, lo que da como resultado un producto filtrado. Los métodos incluyen la centrifugación de flujo discontinuo, la centrifugación de flujo continuo y la filtración de plasma.",Indique «Sí» si el paciente recibió plasmaféresis entre las 00:00 y las 24:00 horas del día de la evaluación.
treat_antibiotic,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Antibióticos,"1, Sí | 0, No | 99, Desconocido",Los antibióticos son cualquier agente que actúa selectivamente contra las bacterias. No deben registrarse los preparados tópicos.,Indique «Sí» si el paciente recibió antibióticos entre las 00:00 y las 24:00 horas del día de la evaluación.
treat_steroids,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Corticosteroides,"1, Sí | 0, No | 99, Desconocido","Los corticosteroides (comúnmente denominados «esteroides») se refieren a todos los tipos de corticosteroides terapéuticos, producidos en la corteza suprarrenal (la parte externa de la glándula suprarrenal). También se producen en el laboratorio. Algunos ejemplos son: prednisolona, prednisona, metilprednisolona, dexametasona, hidrocortisona, fluticasona y betametasona. No se incluyen las preparaciones tópicas, pero sí las preparaciones inhaladas.",Indique «Sí» si el paciente recibió «esteroides» entre las 00:00 y las 24:00 horas del día de la evaluación.
treat_other,diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,Otras intervenciones o procedimientos,"1, Sí | 0, No | 99, Desconocido",Se refiere a cualquier otra intervención o procedimiento terapéutico específico no caracterizado de otro modo que usted considere relevante.,Indique «Sí» si se utilizaron otras intervenciones o procedimientos entre las 00:00 y las 24:00 horas del día de la evaluación.
