Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_Arbovirus,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy,preset_User Generated CRF_Encephalitis
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_backpain,radio,dolor de espalda,"1, sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Systemic/General,,,,,,,,,,,,,,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_neckpain,radio,dolor de cuello,"1, sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Systemic/General,,,,,,,,,,,,,,,,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_resp,descriptive,Síntomas respiratorios,,,,,,[sympt_dailydata]='1',Respiratory,Se refiere a los signos y síntomas relacionados con el sistema respiratorio.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_cough,radio,Tos,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Respiratory,"Se refiere a la presencia de tos y sus características. La tos productiva se refiere a una tos acompañada de secreciones expectoradas (flema o moco), mientras que la tos no productiva se refiere a una tos que no está acompañada de secreciones expectoradas. La hemoptisis se refiere a la presencia de sangre o esputo con sangre en las vías respiratorias.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C0010200, Coughing",,clinical_features,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_cough_type,radio,Tipo de tos,"1, No productiva | 2, Productiva | 3, Hemoptisis | 99, Desconocida",,,,,[sympt_cough] = '1',Respiratory,Se refiere al tipo de tos. La tos productiva se refiere a una tos acompañada de secreciones expectoradas (flema o moco).,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,C0451597 Productive Cough,,clinical_features,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_sorethroat,radio,Dolor de garganta,"1, Sí | 0, No | 99, Desconocido",,,,,[daily_arm_1][sympt_dailydata]='1' and [initial_assessment_arm_1][demog_calcage_days]>=365,Respiratory,"Se define como una sensación desagradable caracterizada por malestar físico (como pinchazos, palpitaciones o dolor) y que se percibe como si se originara en la garganta.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C3854544, Sore throat",,clinical_features,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_rhinorrhoe,radio,Secreción nasal / rinorrea,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Respiratory,Se define como un aumento de la secreción mucosa de la nariz.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C1260880, Rhinorrhea",,clinical_features,,1.0,,,,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_wheezing,radio,Sibilancias,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Respiratory,Se define como un sonido respiratorio agudo que resulta del estrechamiento u obstrucción de las vías respiratorias pequeñas.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C0043144, Wheezing",,clinical_features,,1.0,,,,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_shortbreat,radio,Dificultad para respirar,"1, Sí | 0, No | 99, Desconocido",,,,,[daily_arm_1][sympt_dailydata]='1' and [initial_assessment_arm_1][demog_calcage_days]>=365,Respiratory,"Se define como la sensación incómoda de dificultad o esfuerzo al respirar, desproporcionada en relación con el nivel de actividad física del paciente.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C4230442, Dyspnea",,clinical_features,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_nasalcongestion,radio,Congestión nasal,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Respiratory,"Se define como la reducción de la capacidad de pasar aire a través de la cavidad nasal, lo que a menudo conduce a la respiración bucal.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,,,,,clinical_features,,,,1.0,,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_chestpain,radio,Dolor en el pecho,"1, Sí | 0, No | 99, Desconocido",,,,,[daily_arm_1][sympt_dailydata]='1' and [initial_assessment_arm_1][demog_calcage_days]>=365,Respiratory,"Se define como la sensación desagradable, incómoda o dolorosa caracterizada por malestar físico localizado en el pecho.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C3807341, Chest pain",,clinical_features,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_sneez,radio,Estornudos,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Respiratory,"Se refiere a una exhalación repentina, violenta, espasmódica y audible por la nariz y la boca.",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la consulta. ,SNOMED,76067001,,,,,,,,,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_hiccups,radio,Hipo,"1, sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Respiratory,,,,,,,,,,,,,,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_cvs,descriptive,Síntomas cardiovasculares,,,,,,[sympt_dailydata]='1',Cardiovascular,Se refiere a los signos y síntomas relacionados con el sistema cardiovascular.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,,,,,clinical_features,,1.0,,,,1.0,,,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_palpitations,radio,Palpitaciones,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Cardiovascular,Se refiere a la percepción desagradable de los latidos del propio corazón.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,"80313002, Palpitations (finding)",,,clinical_features,,1.0,,,,1.0,,,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_git,descriptive,Síntomas gastrointestinales,,,,,,[sympt_dailydata]='1',Gastrointestinal,Se refiere a los signos y síntomas relacionados con el sistema gastrointestinal.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_abdpain,radio,Dolor abdominal,"1, Sí | 0, No | 99, Desconocido",,,,,[daily_arm_1][sympt_dailydata]='1' and [initial_assessment_arm_1][demog_calcage_days]>=365,Gastrointestinal,"Se define como una sensación desagradable de malestar, angustia o agonía en la región abdominal.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C3553274, Abdominal pain",,clinical_features,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_diarrhoea,radio,Diarrea,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Gastrointestinal,Se define como tres o más deposiciones blandas o líquidas al día (o más frecuentes de lo normal para la persona).,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C3554472, Diarrhea",,clinical_features,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_consti,radio,Estreñimiento,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Gastrointestinal,"Se refiere a la evacuación irregular, poco frecuente o difícil de los intestinos.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C3551741, Constipation",,clinical_features,,,,,1.0,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_vomit,radio,Vómitos,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Gastrointestinal,Se define como la expulsión del estómago o del intestino delgado a través de la boca.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C4230730, Vomiting",,clinical_features,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_vomit2d,radio,¿Vómitos persistentes? (>=2/día),"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_vomit]='1',Gastrointestinal,El vómito persistente se define aquí como el vómito dos o más veces al día.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C0152165, Persistent vomiting",,clinical_features,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_vomitbld,radio,¿Hematemesis (vómitos con sangre)?,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_vomit]='1',Gastrointestinal,Se refiere al vómito con sangre.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,,,,,,,,,,,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_nausea,radio,Náuseas,"1, Sí | 0, No | 99, Desconocido",,,,,[daily_arm_1][sympt_dailydata]='1' and [initial_assessment_arm_1][demog_calcage_days]>=1095,Gastrointestinal,Se define como la sensación subjetiva desagradable e indolora de que se va a vomitar de forma inminente.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C3554470, Nausea",,clinical_features,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_anorexia,radio,Anorexia,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Gastrointestinal,Se define como la falta o pérdida de apetito.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C3554473, Anorexia",,clinical_features,,1.0,,,,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_exsal,radio,Salivación excesiva,"1, Sí | 0, No | 99, Desconocido",,,,,[daily_arm_1][sympt_dailydata]='1' and [initial_assessment_arm_1][demog_calcage_days]>=1460,Gastrointestinal,La salivación excesiva o sialorrea es un síntoma que el paciente es quien mejor puede evaluar.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C0037036, Sialorrhea",,clinical_features,,,,,1.0,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_diffswallow,radio,Dificultad para tragar (disfagia),"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Gastrointestinal,"Se define como la dificultad para tragar alimentos, líquidos o saliva.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C0011168, Deglutition Disorders",,clinical_features,,,,,1.0,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_faecalincont,radio,Incontinencia fecal,"1, Sí | 0, No | 99, Desconocido",,,,,[daily_arm_1][sympt_dailydata]='1' and [initial_assessment_arm_1][demog_calcage_days]>=1825,Gastrointestinal,"Definido como la incapacidad de controlar voluntariamente los esfínteres anales, con expulsión involuntaria de heces y gases.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,,,,,clinical_features,,,,,,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_renalgut,descriptive,Síntomas renales/genitourinarios,,,,,,[sympt_dailydata]='1',Genitourinary,Se refiere a los signos y síntomas relacionados con el sistema renal/genitourinario.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,,,,,,,,,,1.0,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_urine,radio,Retención urinaria,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Genitourinary,Definido como la acumulación de orina en la vejiga debido a la incapacidad de orinar.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C0080274, Urinary retention",,clinical_features,,,,,1.0,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_urineincont,radio,Incontinencia urinaria,"1, Sí | 0, No | 99, Desconocido",,,,,[daily_arm_1][sympt_dailydata]='1' and [initial_assessment_arm_1][demog_calcage_days]>=1825,Genitourinary,Se refiere a la pérdida del control de la vejiga o a la incapacidad de controlar la micción.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,,,,,clinical_features,,,,,,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_polyuria,radio,Aumento de la micción (poliuria),"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Genitourinary,Se refiere a la micción excesiva o frecuente.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,,,,,clinical_features,,,,,,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_dysuria,radio,Dolor al orinar (disuria),"1, Sí | 0, No | 99, Desconocido",,,,,[daily_arm_1][sympt_dailydata]='1' and [initial_assessment_arm_1][demog_calcage_days]>=365,Genitourinary,Se refiere a la micción dolorosa o difícil.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,,,,,clinical_features,,,,,,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_dyspareunia,radio,Dolor durante las relaciones sexuales (dispareunia),"1, Sí | 0, No | 99, Desconocido",,,,,[daily_arm_1][sympt_dailydata]='1' and [initial_assessment_arm_1][demog_calcage_days]>=5475,Genitourinary,Se define como dolor genital recurrente o persistente asociado con las relaciones sexuales.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C1384606, Dyspareunia",,clinical_features,,,,,1.0,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_heme,descriptive,Síntomas hematológicos,,,,,,[sympt_dailydata]='1',Haematology,Se refiere a los signos y síntomas relacionados con el sistema hematológico.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_haemorrhag,radio,Sangrado/hemorragia,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Haematology,"Se define como la presencia de sangre en un lugar en el que no es fisiológicamente normal o la pérdida de sangre de la circulación, ya sea interna o externa. Esto puede incluir epistaxis (sangrado nasal), sangrado gingival (sangrado de las encías), sangrado de cualquier parte del tracto gastrointestinal (sangrado gastrointestinal) o del tracto genitourinario (vagina o uretra), incluida la hematuria. ",Indique «Sí» si el paciente lo ha experimentado entre las 00:00 y las 24:00 horas del día de la evaluación.,SNOMED,SNOMED,"C3163616, Blood loss",,clinical_features,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_haemorrhag_sev,radio,Sangrado/hemorragia grave (requiere intervención),"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_haemorrhag]='1',Haematology,Se define como el sangrado intenso o hemorragia que requiere intervención médica para la hemostasia y/o el soporte hemodinámico.,Indique «Sí» si el paciente lo ha experimentado entre las 00:00 y las 24:00 horas del día de la evaluación.,,,,,clinical_features,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_haemorrhag_site,multi_list,Especifique el lugar o lugares del sangrado/hemorragia,"1, Piel | 7, Petequias | 2, Nariz | 3, Encías | 4, Tracto gastrointestinal | 5, Tracto urinario | 6, Vagina | 99, Desconocida | 88, Otros",,,,conditions_Site,[sympt_haemorrhag] = '1',Haematology,"Se refiere a la ubicación del sitio o sitios de sangrado o hemorragia. Las petequias son pequeñas manchas rojizas o violáceas en la piel o las membranas mucosas como resultado de una hemorragia localizada. El sangrado nasal se refiere a la hemorragia localizada en la nariz. El sangrado gingival se refiere a la hemorragia que afecta a las encías. La hemorragia gastrointestinal (GI) se refiere a la hemorragia en cualquier segmento del tracto gastrointestinal, desde el esófago hasta el recto. La hemorragia del tracto urinario se refiere a la hemorragia que se origina en cualquier parte del sistema urinario. La hemorragia vaginal se refiere a la hemorragia que se origina en la vagina, no relacionada con la menstruación normal.",Seleccione la opción o opciones más adecuadas que correspondan a la ubicación de la hemorragia o hemorragias.,SNOMED,SNOMED,"C0574741, Bleeding skin | C3808808, Epistaxis | C0017565, Gingival haemorrrhage | C0017181, Gastrointestinal haemorrhage |C3805433, haematuria | C0566961, Fresh bleeding from vagina",,clinical_features,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_cns,descriptive,Síntomas neurológicos,,,,,,[sympt_dailydata]='1',Nervous system,Se refiere a los signos y síntomas relacionados con el sistema neurológico.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_headache,radio,Dolor de cabeza,"1, Sí | 0, No | 99, Desconocido",,,,,[daily_arm_1][sympt_dailydata]='1' and [initial_assessment_arm_1][demog_calcage_days]>=365,Nervous system,"Se define como la experiencia de dolor en diversas partes de la cabeza, no limitada al área de distribución de ningún nervio.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,"C0018681, Headache",,clinical_features,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_photoph,radio,Fotofobia,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Nervous system,Se refiere al aumento de la sensibilidad de los ojos a la luz.,Indique «Sí» si el paciente lo ha experimentado entre las 00:00 y las 24:00 horas del día de la evaluación.,SNOMED,SNOMED,"C3807325, Photophobia",,clinical_features,,,,1.0,,,,,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_seizconv,radio,Convulsiones,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Nervous system,"Se define como una anomalía intermitente de la fisiología del sistema nervioso caracterizada por la aparición transitoria de movimientos repentinos, violentos e irregulares del cuerpo, causados por la contracción involuntaria de los músculos debido a una actividad neuronal anómala, excesiva o sincrónica en el cerebro.",Indique «Sí» si el paciente lo ha experimentado entre las 00:00 y las 24:00 horas del día de la evaluación.,SNOMED,SNOMED,"C2748942, Seizure",,clinical_features,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_confusion,radio,Alteración de la conciencia/confusión,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Nervous system,Se define como un nivel de conciencia o excitación distinto del nivel basal normal del paciente.,Indique «Sí» si el paciente lo ha experimentado entre las 00:00 y las 24:00 horas del día de la evaluación.,SNOMED,SNOMED,"C0150450, Altered level of consciousness",,clinical_features,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_paralysis,radio,Parálisis,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Nervous system,Se refiere a la incapacidad de mover o controlar completamente los movimientos.,Indique «Sí» si el paciente lo experimentó entre las 00:00 y las 24:00 horas del día de la evaluación.,,,,,clinical_features,,,,,,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_irritable,radio,Irritabilidad,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Nervous system,"Se refiere a una excitabilidad anormal o excesiva con facilidad para enfadarse, irritarse o impacientarse.",Indique «Sí» si el paciente lo experimentó entre las 00:00 y las 24:00 horas del día de la evaluación.,,,,,clinical_features,,,,,,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_tremor,radio,Temblores,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Nervous system,Se refiere a un movimiento muscular involuntario y oscilante hacia adelante y hacia atrás alrededor del eje de una articulación.,Indique «Sí» si el paciente lo experimentó entre las 00:00 y las 24:00 horas del día de la evaluación.,SNOMED,SNOMED,"C0040822, Tremor",,clinical_features,,,,,,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_diffwalk,radio,Dificultad para caminar,"1, Sí | 0, No | 99, Desconocido",,,,,[daily_arm_1][sympt_dailydata]='1' and [initial_assessment_arm_1][demog_calcage_days]>=292,Nervous system,Se refiere a cualquier problema persistente para caminar.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la consulta. ,,,,,clinical_features,,,,1.0,,1.0,,,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_neurologic,radio,Otras anomalías neurológicas,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Nervous system,Se refiere a la presencia de una anomalía neurológica alternativa no incluida en la lista anterior.,Indique «Sí» si el paciente lo experimentó entre las 00:00 y las 24:00 horas del día de la evaluación.,,,,,clinical_features,,,,1.0,,,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_neurologic_spec,text,Especifique otras anomalías neurológicas,,,,,,[sympt_neurologic] = '1',Nervous system,Se refiere a la presencia de otra anomalía neurológica no mencionada anteriormente.,"Si es «Otro», especifique la anomalía neurológica.",,,,,clinical_features,,,,,,,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_eye,descriptive,Síntomas oftalmológicos,,,,,,[sympt_dailydata]='1',Nervous system,Se refiere a los signos y síntomas relacionados con los ojos.,Indique «Sí» si el paciente lo experimentó entre las 00:00 y las 24:00 horas del día de la evaluación.,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_itchyeye,radio,Picazón en los ojos,"1, Sí | 0, No | 99, Desconocido",,,,,[daily_arm_1][sympt_dailydata]='1' and [initial_assessment_arm_1][demog_calcage_days]>=365,Ocular,Se define como picor en uno o ambos ojos.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,,,clinical_features,,1.0,,,1.0,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_redeye,radio,Ojos rojos/rosados,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Ocular,"Se define como la inflamación o infección de la conjuntiva, caracterizada por enrojecimiento en uno o ambos ojos.",Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,,,clinical_features,,1.0,,,1.0,1.0,,,,,,,,,1.0
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_paineyes,radio,Dolor en los ojos,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Ocular,Se define como molestia o dolor localizado en el área del ojo o alrededor de él.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,,,clinical_features,,1.0,,,1.0,1.0,,,,,,,,,
diario,SÍNTOMAS: Indicar si se experimentaron entre las 00:00 y 24:00 del día de evaluación,sympt_eyelidedema,radio,Edema en los párpados,"1, Sí | 0, No | 99, Desconocido",,,,,[sympt_dailydata]='1',Ocular,Se define como hinchazón debida a la acumulación de líquido en los tejidos del párpado.,Indique «Sí» si el paciente experimentó esto entre las 00:00 y las 24:00 del día de la evaluación.,SNOMED,SNOMED,,,clinical_features,,1.0,,,,,,,,,,,,,
