Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
vital_rass,diário,SINAIS VITAIS E AVALIAÇÕES: Registre o valor mais distante da faixa normal entre 00:00 e 24:00 no dia da avaliação.,Escala de Agitação-Sedação de Richmond (RASS),,"A Escala de Agitação-Sedação de Richmond (RASS) é uma escala médica utilizada para medir o nível de agitação ou sedação de uma pessoa. Varia de -5 a +4, em que 0 se refere a um paciente “alerta e calmo” que presta atenção espontaneamente. ","Se realizado, insira o valor mais baixo (entre -5 e +4) entre 00:00 e 24:00 horas no dia da avaliação."
vital_urineflow,diário,SINAIS VITAIS E AVALIAÇÕES: Registre o valor mais distante da faixa normal entre 00:00 e 24:00 no dia da avaliação.,Diurese (mL/24 horas),,"Refere-se à quantidade de urina produzida pelo paciente durante um período de 24 horas, especificamente na data da avaliação. Pode ser medida, por exemplo, através da utilização de um cateter urinário ou estimada.",Registre a diurese do paciente (em ml/24 horas) durante o dia da avaliação.
sympt_dailydata,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Insira os dados dos sintomas relatados pelo paciente para esta data?,"1, Sim | 0, Não",Refere-se aos sinais e sintomas registados nesta data.,Indique “Sim” se desejar registrar os dados de sinais e sintomas para este dia de avaliação.
sympt_sys,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sintomas sistêmicos/gerais,,Refere-se a sinais e sintomas sistémicos/gerais/não específicos.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_fever,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Febre,"1, Sim | 0, Não | 99, Desconhecido","Definido como a sensação de temperatura corporal elevada sem medição formal, ou uma temperatura corporal medida igual ou superior a 38 graus Celsius (38 °C) ou 100,4 graus Fahrenheit (100,4 °F). ",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_rigchill,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Calafrios ou rigidez,"1, Sim | 0, Não | 99, Desconhecido",Definido como calafrios intensos com tremores violentos. Um rigor é um episódio de tremores ou calafrios exagerados que podem ocorrer com febre alta. ,Indique “Sim” se o paciente tiver apresentado isso entre 00:00 e 24:00 no dia da avaliação.
sympt_nightsweat,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Suores noturnos,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à transpiração noturna não relacionada à temperatura ambiente.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_coldtsweat,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Suores frios,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a suores acompanhados por sensação de frio, diferentes dos suores causados pelo calor ou esforço físico.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_excesssweat,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sudorese excessiva (hiperidrose),"1, Sim | 0, Não | 99, Desconhecido",Refere-se à transpiração excessiva que nem sempre está relacionada ao calor ou ao exercício físico.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_fatigue,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Fadiga/mal-estar/letargia,"1, Sim | 0, Não | 99, Desconhecido","Definido como o conjunto de sensações não específicas: sensação de cansaço caracterizada por falta de energia ou motivação; desconforto geral ou mal-estar; desinteresse, apatia e indiferença, resultando em dificuldade para realizar tarefas simples ou se concentrar.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_restlessne,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Agitação,"1, Sim | 0, Não | 99, Desconhecido","Definido como a incapacidade de descansar, relaxar ou ficar parado. Um estado de mal-estar caracterizado por atividade motora difusa ou movimentos sujeitos a controle limitado, comportamento improdutivo ou desorganizado e angústia subjetiva.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_weight,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Perda de peso,"1, Sim | 0, Não | 99, Desconhecido","Definida como a redução do peso corporal total que ocorreu desde o início da doença e que não foi intencional ou atribuível a dieta ativa, exercício ou intervenções específicas para perda de peso com base em medicamentos. Isso pode incluir perda de peso relatada pelo paciente com ou sem medições objetivas de peso.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_anosmia,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Perda do olfato/anosmia,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à incapacidade relatada pelo paciente e/ou diagnosticada pelo médico de perceber odores.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_ageusia,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Perda do paladar/ageusia,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à perda da função gustativa da língua relatada pelo paciente e/ou diagnosticada pelo médico.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_dizzy,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sensação de tontura/desmaio,"1, Sim | 0, Não | 99, Desconhecido","Refere-se à sensação subjetiva de tontura ou vertigem que pode preceder um episódio de síncope ou uma sensação de instabilidade, giro ou balanço.",Indique “Sim” se o paciente apresentou isso a qualquer momento durante a data da avaliação.
sympt_myalgia,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Dores musculares/mialgia,"1, Sim | 0, Não | 99, Desconhecido",Definida como dor localizada em um músculo ou grupo de músculos.,Indique “Sim” se o paciente apresentou isso a qualquer momento durante a data da avaliação.
sympt_arthralgia,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Dor nas articulações/artralgia,"1, Sim | 0, Não | 99, Desconhecido",Definida como uma sensação de desconforto acentuado em uma articulação.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_skinrash,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Erupção cutânea,"1, Sim | 0, Não | 99, Desconhecido","Definida como qualquer alteração na pele que afeta sua aparência ou textura. Uma erupção cutânea pode ser localizada em uma parte do corpo ou afetar toda a pele. As erupções cutâneas podem causar alteração na cor da pele, coceira, calor, inchaço, ressecamento, rachaduras ou bolhas, e podem ser dolorosas.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_paresthesia,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Parestesia cutânea,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a sensações cutâneas percebidas (por exemplo, frio, calor, formigueiro, pressão, etc.) que são experimentadas espontaneamente na ausência de estímulos.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_skinchange,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Alterações na textura da pele,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a alterações na aparência e no toque da superfície da pele, tais como aspereza, irregularidade ou presença de protuberâncias.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_skinpallor,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Pálor cutâneo,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a uma aparência pálida e pouco natural da pele.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_pruritus,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Coceira/prurido,"1, Sim | 0, Não | 99, Desconhecido",Definida como uma sensação desagradável ou intensa de comichão que provoca a necessidade de esfregar ou coçar a pele para obter alívio.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_mobilchg,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Alteração na mobilidade em relação ao estado basal,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à capacidade do paciente de andar ou mobilizar-se.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_mobile,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Estado de mobilidade,"1, Totalmente ambulatório | 2, Ambulatório, mas com alguma assistência | 3, Acamado",Refere-se à capacidade do paciente de andar ou mobilizar-se. ,Selecione a(s) opção(ões) mais adequada(s) que representa(m) o estado de mobilidade do paciente.
sympt_sleepmore,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Dormir mais do que o habitual/letargia/lentidão/apatia,"1, Sim | 0, Não | 99, Desconhecido","Refere-se à sonolência excessiva durante o dia / marcada por sonolência e uma falta incomum de energia e alerta mental / bebê com pouca energia, sonolento ou que dorme mais do que o normal.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_polydipsia,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Aumento da sede (polidipsia) ,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à sede excessiva.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_irregmenstruation,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Alterações na menstruação (menstruação irregular),"1, Sim | 0, Não | 99, Desconhecido","Refere-se a qualquer desvio do processo normal; por exemplo, atraso, dificuldade, profusão, escassez, sangramento incomum, etc.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_resp,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sintomas respiratórios,,Refere-se a sinais e sintomas relacionados ao sistema respiratório.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_cough,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Tosse,"1, Sim | 0, Não | 99, Desconhecido","Refere-se à presença de tosse e suas características. Tosse produtiva refere-se a uma tosse acompanhada de secreções expectoradas (catarro ou muco), enquanto tosse não produtiva refere-se a uma tosse que não é acompanhada de secreções expectoradas. Hemoptise refere-se à presença de sangue ou expectoração com sangue proveniente do trato respiratório.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_cough_type,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Tipo de tosse,"1, Não produtivo | 2, Produtivo | 3, Hemoptise | 99, Desconhecido",Refere-se ao tipo de tosse. A tosse produtiva refere-se a uma tosse acompanhada de secreções expectoradas (catarro ou muco).,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_sorethroat,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Dor de garganta,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma sensação desagradável caracterizada por desconforto físico (como formigamento, latejamento ou dor) e percebida como originária da garganta.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_rhinorrhoe,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Coriza / rinorreia,"1, Sim | 0, Não | 99, Desconhecido",Definida como aumento da secreção mucosa do nariz.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_wheezing,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Chiado no peito,"1, Sim | 0, Não | 99, Desconhecido",Definida como um som respiratório agudo resultante do estreitamento ou obstrução das vias aéreas pequenas.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_shortbreat,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Falta de ar,"1, Sim | 0, Não | 99, Desconhecido","Definida como a sensação desconfortável de respiração difícil ou ofegante, desproporcional ao nível de atividade física do paciente.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_nasalcongestion,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Congestão nasal,"1, Sim | 0, Não | 99, Desconhecido","Definida como a redução da capacidade de passar ar pela cavidade nasal, levando frequentemente à respiração pela boca.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_chestpain,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Dor no peito,"1, Sim | 0, Não | 99, Desconhecido","Definida como a sensação desagradável, desconfortável ou dolorosa caracterizada por desconforto físico localizado no peito.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_sneez,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Espirros,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a uma expiração repentina, violenta, espasmódica e audível pelo nariz e pela boca.",Indique “Sim” se o paciente tiver apresentado isso em qualquer momento desde o início da doença até a consulta. 
sympt_cvs,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sintomas cardiovasculares,,Refere-se a sinais e sintomas relacionados ao sistema cardiovascular.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_palpitations,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Palpitações,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à percepção desagradável dos próprios batimentos cardíacos.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_git,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sintomas gastrointestinais,,Refere-se a sinais e sintomas relacionados ao sistema gastrointestinal.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_abdpain,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Dor abdominal,"1, Sim | 0, Não | 99, Desconhecido","Definido como uma sensação desagradável de desconforto, angústia ou agonia na região abdominal.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_diarrhoea,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Diarreia,"1, Sim | 0, Não | 99, Desconhecido",Definido como três ou mais evacuações moles ou líquidas por dia (ou mais frequentes do que o normal para o indivíduo).,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_consti,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Constipação,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à evacuação irregular e pouco frequente ou difícil dos intestinos.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_vomit,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Vômito,"1, Sim | 0, Não | 99, Desconhecido",Definido como a expulsão do estômago ou do intestino delgado pela boca.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_vomit2d,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Vômito persistente? (>=2/dia),"1, Sim | 0, Não | 99, Desconhecido",Vômito persistente é definido aqui como vômito duas ou mais vezes por dia.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_vomitbld,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Hematêmese (vômito com sangue)?,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao vômito com sangue.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_nausea,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Náusea,"1, Sim | 0, Não | 99, Desconhecido",Definido como a sensação subjetiva desagradável e indolor de que se vai vomitar em breve.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_anorexia,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Anorexia,"1, Sim | 0, Não | 99, Desconhecido",Definido como falta ou perda de apetite.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_exsal,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Salivação excessiva,"1, Sim | 0, Não | 99, Desconhecido",A salivação excessiva ou sialorreia é um sintoma melhor avaliado pelo paciente.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_diffswallow,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Dificuldade para engolir (disfagia),"1, Sim | 0, Não | 99, Desconhecido","Definido como dificuldade em engolir alimentos, líquidos ou saliva.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_faecalincont,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Incontinência fecal,"1, Sim | 0, Não | 99, Desconhecido","Definido como falha no controle voluntário dos esfíncteres anais, com passagem involuntária de fezes e gases.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_renalgut,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sintomas renais/geniturinários,,Refere-se a sinais e sintomas relacionados ao sistema renal/geniturinário.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_urine,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Retenção urinária,"1, Sim | 0, Não | 99, Desconhecido",Definido como o acúmulo de urina na bexiga devido à incapacidade de urinar.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_urineincont,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Incontinência urinária,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à perda do controle da bexiga ou à incapacidade de controlar a micção.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_polyuria,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Aumento da frequência urinária (poliúria),"1, Sim | 0, Não | 99, Desconhecido",Refere-se à micção excessiva ou frequente.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_dysuria,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Dor ao urinar (disúria),"1, Sim | 0, Não | 99, Desconhecido",Refere-se à micção dolorosa ou difícil.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_dyspareunia,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Relações sexuais dolorosas (dispareunia),"1, Sim | 0, Não | 99, Desconhecido",Definida como dor genital recorrente ou persistente associada à relação sexual.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_heme,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sintomas hematológicos,,Refere-se a sinais e sintomas relacionados ao sistema hematológico.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_haemorrhag,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sangramento/hemorragia,"1, Sim | 0, Não | 99, Desconhecido","Definida como a presença de sangue em um local em que não é fisiologicamente normal ou perda de sangue da circulação, seja interna ou externamente. Isso pode incluir epistaxe (sangramento nasal), sangramento gengival (sangramento das gengivas), sangramento de qualquer parte do trato gastrointestinal (sangramento gastrointestinal) ou do trato geniturinário (vagina ou uretra), incluindo hematúria.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_haemorrhag_sev,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sangramento/hemorragia grave (requer intervenção),"1, Sim | 0, Não | 99, Desconhecido",Definido como sangramento grave/hemorragia que requer intervenção médica para hemostasia e/ou suporte hemodinâmico.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_haemorrhag_site,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Especifique o(s) local(is) do sangramento/hemorragia,"1, Pele | 7, Petequias | 2, Nariz | 3, Gengivas | 4, Trato gastrointestinal | 5, Trato urinário | 6, Vagina | 99, Desconhecido | 88, Outros","Refere-se à localização do(s) local(is) de sangramento/hemorragia. Petequias referem-se a pequenas manchas avermelhadas ou arroxeadas na pele ou membrana mucosa, resultantes de hemorragia localizada. Sangramento nasal refere-se à hemorragia localizada no nariz. Sangramento gengival refere-se à hemorragia que afeta a gengiva. Sangramento gastrointestinal (GI) refere-se à hemorragia em qualquer segmento do trato gastrointestinal, do esôfago ao reto. Sangramento do trato urinário refere-se à hemorragia originada em qualquer parte do sistema urinário. Sangramento vaginal refere-se à hemorragia originada na vagina, não relacionada à menstruação normal.",Selecione a(s) opção(ões) mais adequada(s) correspondente(s) à localização do(s) local(is) de sangramento/hemorragia.
sympt_cns,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sintomas neurológicos,,Refere-se aos sinais e sintomas relacionados ao sistema neurológico.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_headache,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Dor de cabeça,"1, Sim | 0, Não | 99, Desconhecido","Definida como a experiência de dor em várias partes da cabeça, não confinada à área de distribuição de qualquer nervo.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_photoph,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Fotofobia,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao aumento da sensibilidade dos olhos à luz.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_seizconv,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Convulsões/convulsões,"1, Sim | 0, Não | 99, Desconhecido","Definido como uma anomalia intermitente da fisiologia do sistema nervoso, caracterizada pela ocorrência transitória de movimentos repentinos, violentos e irregulares do corpo, causados pela contração involuntária dos músculos devido a uma atividade neuronal anormal, excessiva ou sincronizada no cérebro.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_confusion,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Alteração da consciência/confusão,"1, Sim | 0, Não | 99, Desconhecido",Definido como um nível de consciência ou excitação diferente do normal do paciente.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_paralysis,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Paralisia,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à incapacidade de mover-se completamente ou controlar os movimentos.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_irritable,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Irritabilidade,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a uma excitabilidade anormal ou excessiva com raiva, irritação ou impaciência facilmente desencadeadas.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_tremor,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Tremor,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a um movimento muscular oscilante e involuntário para frente e para trás em torno de um eixo articular.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_diffwalk,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Dificuldade em andar,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a qualquer problema persistente ao caminhar.,Indique “Sim” se o paciente tiver apresentado isso em qualquer momento desde o início da doença até a consulta. 
sympt_neurologic,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Outra anomalia neurológica,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à presença de uma anomalia neurológica alternativa não listada acima.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_neurologic_spec,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Especifique outra anomalia neurológica,,Refere-se à presença de outra anomalia neurológica não listada acima.,"Se “Outro”, especifique a anormalidade neurológica."
sympt_eye,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sintomas oftalmológicos,,Refere-se a sinais e sintomas relacionados com os olhos.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_itchyeye,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Comichão nos olhos,"1, Sim | 0, Não | 99, Desconhecido",Definido como comichão num ou em ambos os olhos.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_redeye,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Olhos vermelhos/rosados,"1, Sim | 0, Não | 99, Desconhecido","Definido como inflamação ou infecção da conjuntiva, caracterizada por vermelhidão em um ou ambos os olhos.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_paineyes,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Dor nos olhos,"1, Sim | 0, Não | 99, Desconhecido",Definido como desconforto ou dor localizada dentro ou ao redor da área dos olhos.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_eyelidedema,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Edema das pálpebras,"1, Sim | 0, Não | 99, Desconhecido",Definido como inchaço devido ao acúmulo de líquido nos tecidos da pálpebra.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_eyedischarg,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Secreção dos olhos,"1, Sim | 0, Não | 99, Desconhecido","Definido como a liberação de fluidos que variam de transparentes a semelhantes a pus dos olhos, frequentemente indicativos de infecção ou irritação.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
