Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
lesion_ocular_type_oth,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Précisez tout autre type de lésions oculaires,,Ceci fait référence au type de lésion oculaire. ,"Si « Autre », indiquez le type de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_ocular_num,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Nombre de lésions oculaires,,Ceci fait référence au nombre de lésions oculaires.,Indiquez le nombre de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_torso,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Y a-t-il des lésions sur le torse/tronc ?,"1, Oui | 0, Non | 99, Inconnu",Ceci fait référence à la présence de lésions cutanées touchant le torse/tronc.,Indiquez « Oui » s'il y a des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_torso_type,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Type de lésions sur le torse/tronc,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiformes | 6, Lésions hémorragiques | 88, Autres","Ceci fait référence au type de lésions cutanées touchant le torse/tronc. Une vésicule est une lésion surélevée remplie d'un liquide clair. Une pustule est une lésion surélevée remplie de pus, un liquide opaque. Une lésion ulcérée est une lésion avec rupture de la peau. Une lésion nécrosée est une lésion avec des tissus nécrosés (morts). Une lésion fongiforme désigne une lésion provenant des tissus sous-jacents qui traverse la surface de la peau.","Sélectionnez l'option la plus appropriée qui représente le type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_torso_type_oth,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Précisez autre type de lésions au niveau du torse/tronc,,Ceci fait référence au type de lésions cutanées touchant le torse/tronc.,"Si « Autre ». Indiquez le type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_torso_num,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Nombre de lésions au niveau du torse/tronc,,Ceci fait référence au nombre de lésions cutanées touchant le torse/tronc.,"Indiquez le nombre de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_arms,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Y a-t-il des lésions au niveau des bras et/ou des mains ?,"1, Oui | 0, Non | 99, Inconnu",Ceci fait référence à la présence de lésions cutanées touchant les bras et/ou les mains.,Indiquez « Oui » s'il existe des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_arms_type,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Type de lésions au niveau des bras/mains,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiformes | 6, Lésions hémorragiques | 88, Autres","Ceci fait référence au type de lésions cutanées touchant les bras et/ou les mains. Une vésicule désigne une lésion surélevée remplie d'un liquide clair. Une pustule désigne une lésion surélevée remplie de pus, un liquide opaque. Une lésion ulcérée désigne une lésion avec rupture de la peau. Une lésion nécrosée désigne une lésion avec tissu nécrosé (mort). Une lésion fongiforme désigne une lésion provenant des tissus sous-jacents qui perce la surface de la peau. ","Sélectionnez l'option la plus appropriée qui correspond au type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_arms_type_oth,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Précisez autre type de lésions au niveau des bras/mains,,Ceci fait référence au type de lésions cutanées touchant les bras et/ou les mains.,"Si « Autre », indiquez le type de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_arms_num,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Nombre de lésions au niveau des bras/mains,,Ceci fait référence au nombre de lésions cutanées touchant les bras et/ou les mains.,Indiquez le nombre de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_legs,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Y a-t-il des lésions au niveau des jambes et/ou des pieds ?,"1, Oui | 0, Non | 99, Inconnu",Ceci fait référence à la présence de lésions cutanées touchant les jambes et/ou les pieds.,Indiquez « Oui » s'il y a des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_legs_type,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Type de lésions au niveau des jambes/pieds,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiformes | 6, Lésions hémorragiques | 88, Autres","Ceci fait référence au type de lésions cutanées touchant les jambes et/ou les pieds. Une vésicule désigne une lésion surélevée et remplie d'un liquide clair. Une pustule désigne une lésion surélevée et remplie de pus, un liquide opaque. Une lésion ulcérée désigne une lésion avec rupture de la peau. Une lésion nécrosée désigne une lésion avec tissu nécrosé (mort). Une lésion fongiforme désigne une lésion provenant des tissus sous-jacents qui traverse la surface de la peau. ","Sélectionnez l'option la plus appropriée qui représente le type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_legs_type_oth,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Précisez autre type de lésions au niveau des jambes/pieds,,Ceci fait référence au type de lésions cutanées touchant les jambes et/ou les pieds.,"Si « Autre ». Indiquez le type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_legs_num,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Nombre de lésions au niveau des jambes/pieds,,Ceci fait référence au nombre de lésions cutanées touchant les jambes et/ou les pieds.,"Indiquez le nombre de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_palm,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Y a-t-il des lésions sur les paumes ?,"1, Oui | 0, Non | 99, Inconnu",Ceci fait référence à la présence de lésions cutanées touchant les paumes.,Indiquez « Oui » s'il existe des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_palm_type,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Type de lésions sur les paumes,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiformes | 6, Lésions hémorragiques | 88, Autres","Ceci fait référence au type de lésions cutanées touchant les paumes. Une vésicule est une lésion surélevée remplie d'un liquide clair. Une pustule est une lésion surélevée remplie de pus, un liquide opaque. Une lésion ulcérée désigne une lésion avec rupture de la peau. Une lésion nécrosante désigne une lésion avec des tissus nécrosés (morts). Une lésion fongiforme désigne une lésion provenant des tissus sous-jacents qui perce la surface de la peau.","Sélectionnez l'option la plus appropriée qui correspond au type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_palm_type_oth,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Si autre : précisez autre type de lésions sur les paumes,,Ceci fait référence au type de lésions cutanées touchant les paumes.,"Si « Autre », indiquez le type de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_palm_num,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Nombre de lésions sur les paumes,,Ceci fait référence au nombre de lésions cutanées touchant les paumes.,Indiquez le nombre de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_sole,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Y a-t-il des lésions sur la plante des pieds ?,"1, Oui | 0, Non | 99, Inconnu",Ceci fait référence à la présence de lésions cutanées touchant la plante des pieds.,Indiquez « Oui » s'il y a des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_sole_type,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Type de lésions sur la plante des pieds,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiformes | 6, Lésions hémorragiques | 88, Autres","Ceci fait référence au type de lésions cutanées touchant la plante des pieds. Une vésicule désigne une lésion surélevée remplie d'un liquide clair. Une pustule désigne une lésion surélevée remplie de pus, un liquide opaque. Une lésion ulcérée désigne une lésion avec rupture de la peau. Une lésion nécrosée désigne une lésion avec tissu nécrosé (mort). Une lésion fongiforme désigne une lésion provenant des tissus sous-jacents qui traverse la surface de la peau. ","Sélectionnez l'option la plus appropriée qui représente le type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_sole_oth,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Si autre : précisez autre type de lésions sur la plante des pieds,,Ceci fait référence au type de lésions cutanées touchant la plante des pieds.,"Si « Autre ». Indiquez le type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_sole_num,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Nombre de lésions sur la plante des pieds,,Ceci fait référence au nombre de lésions touchant la plante des pieds.,"Indiquez le nombre de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_genit,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Y a-t-il des lésions sur les organes génitaux externes ?,"1, Oui | 0, Non | 99, Inconnu",Ceci fait référence à la présence de lésions cutanées touchant les organes génitaux externes.,Indiquez « Oui » s'il existe des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_genit_type,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Type de lésions sur les organes génitaux externes,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiformes | 6, Lésions hémorragiques | 88, Autres","Ceci fait référence au type de lésions cutanées touchant les organes génitaux externes. Une vésicule est une lésion surélevée remplie d'un liquide clair. Une pustule est une lésion surélevée remplie de pus, un liquide opaque. Une lésion ulcérée désigne une lésion avec rupture de la peau. Une lésion nécrosante désigne une lésion avec tissu nécrosé (mort). Une lésion fongiforme désigne une lésion provenant des tissus sous-jacents qui traverse la surface de la peau.","Sélectionnez l'option la plus appropriée qui correspond au type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_genit_type_oth,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Si autre : précisez autre type de lésions sur les organes génitaux externes,,Ceci désigne le type de lésions cutanées touchant les organes génitaux externes.,"Si « Autre », indiquez le type de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_genit_num,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Nombre de lésions sur les organes génitaux externes,,Ceci désigne le nombre de lésions touchant les organes génitaux externes.,Indiquez le nombre de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_peri,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Y a-t-il des lésions périanales ?,"1, Oui | 0, Non | 99, Inconnu",Ceci désigne la présence de lésions cutanées touchant la région périanale.,Indiquez « Oui » s'il y a des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_peri_type,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Type de lésions périanales,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiformes | 6, Lésions hémorragiques | 88, Autres","Ceci fait référence au type de lésions cutanées touchant la région périanale. Une vésicule désigne une lésion surélevée remplie d'un liquide clair. Une pustule désigne une lésion surélevée remplie de pus, un liquide opaque. Une lésion ulcérée désigne une lésion avec rupture de la peau. Une lésion nécrosée désigne une lésion avec tissu nécrosé (mort). Une lésion fongiforme désigne une lésion provenant des tissus sous-jacents qui perce la surface de la peau. ","Sélectionnez l'option la plus appropriée qui représente le type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_peri_type_oth,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Précisez autre type de lésions périanales,,Ce terme désigne le type de lésions cutanées touchant la région périanale.,"Si « Autre ». Indiquez le type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_peri_num,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Nombre de lésions périanales,,Ce terme désigne le nombre de lésions touchant la région périanale.,"Indiquez le nombre de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_mouth,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Y a-t-il des lésions à l'intérieur de la bouche ?,"1, Oui | 0, Non | 99, Inconnu",Ce terme désigne la présence de lésions muqueuses à l'intérieur de la bouche (cavité buccale).,Indiquez « Oui » s'il existe des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_mouth_stat,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,État des lésions à l'intérieur de la bouche,"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération","Ce terme désigne l'état des lésions muqueuses dans la bouche (cavité buccale). Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse de la bouche, se traduisant par une excavation locale de la surface au niveau du site de la lésion.","Sélectionnez l'option la plus appropriée qui correspond au type de lésions touchant cette zone, entre 00 h 00 et 24 h 00 le jour de l'évaluation."
lesion_vagin,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Y a-t-il des lésions dans le canal vaginal ?,"1, Oui | 0, Non | 99, Inconnu",Ce terme désigne la présence de lésions muqueuses dans le canal vaginal.,Indiquez « Oui » s'il existe des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_vagin_stat,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,État des lésions dans le canal vaginal,"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération","Il s'agit de l'état des lésions muqueuses dans le canal vaginal. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse de la bouche, se traduisant par une excavation locale de la surface au niveau du site de la lésion.",Sélectionnez l'option la plus appropriée qui correspond au type de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_rectum,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Y a-t-il des lésions dans le rectum ?,"1, Oui | 0, Non | 99, Inconnu",Ce terme désigne la présence de lésions muqueuses dans le rectum.,Indiquez « Oui » s'il existe des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_rectum_stat,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,État des lésions rectales,"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération | 4, Ténesme","Ce terme désigne l'état des lésions muqueuses dans le rectum. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse buccale, se traduisant par une excavation locale de la surface au niveau de la lésion.",Sélectionnez l'option la plus appropriée qui correspond au type de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_anorec,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Anorectite,"1, Oui | 0, Non | 99, Inconnu",Définie comme une inflammation des muqueuses de l'anus et/ou du rectum pouvant s'accompagner de douleur ou de saignement.,Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque au cours de la date d'évaluation.
lesion_penis,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Y a-t-il des lésions sur le pénis ?,"1, Oui | 0, Non | 99, Inconnu",Ce terme désigne la présence de lésions muqueuses sur le pénis.,Indiquez « Oui » s'il existe des lésions actives touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_penis_stat,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,État des lésions péniennes,"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération","Il s'agit de l'état des lésions muqueuses sur le pénis. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse buccale, se traduisant par une excavation locale de la surface au niveau du site de la lésion.",Sélectionnez l'option la plus appropriée qui correspond au type de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_othsite,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Autre(s) site(s),"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la présence de lésions muqueuses touchant d'autres sites.,"Indiquez « Oui » s'il existe des lésions actives touchant d'autres sites entre 00 h 00 et 24 h 00 le jour de l'évaluation, non spécifiées ci-dessus."
lesion_othsite_spec,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Précisez autre(s) site(s),,Il s'agit de la présence de lésions muqueuses touchant d'autres sites.,"Si « Oui », indiquez l'emplacement des lésions muqueuses touchant d'autres sites."
lesion_othstat,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,État des lésions sur autre(s) site(s),"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération","Il s'agit de l'état des lésions muqueuses touchant d'autres sites. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse buccale, se traduisant par une excavation locale de la surface au niveau du site de la lésion.",Sélectionnez l'option la plus appropriée qui correspond au type de lésions touchant cette zone entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_24hr,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,De nouvelles lésions cutanées ou muqueuses sont-elles apparues au cours des dernières 24 heures ? (peut être mieux évalué par les patients),"1, Oui | 0, Non | 99, Inconnu",Il s'agit de l'apparition d'une ou plusieurs nouvelles lésions cutanées ou muqueuses au cours des dernières 24 heures.,Indiquez « Oui » si de nouvelles lésions sont apparues au cours des dernières 24 heures.
lesion_sl,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Nombre total estimé de lésions cutanées sur le corps,"0, Aucun | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000 ","Ne documentez que les lésions cutanées liées à une infection par l'agent pathogène d'intérêt. Les lésions cicatrisées (absence de croûte, peau fraîche) ne doivent pas être incluses. Les éruptions cutanées dues à un érythème polymorphe ou à toute autre cause ne doivent pas être incluses.",Sélectionnez l'option la plus appropriée qui correspond le mieux au nombre de lésions cutanées entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_ml,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Nombre total estimé de lésions muqueuses sur le corps,"0, Aucun | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000 ","Ne documentez que les lésions muqueuses liées à une infection par l'agent pathogène d'intérêt. Les lésions cicatrisées (absence de croûte, peau fraîche) ne doivent pas être incluses. Les éruptions cutanées dues à un érythème polymorphe ou à toute autre cause ne doivent pas être incluses.",Sélectionnez l'option la plus appropriée qui correspond le mieux au nombre de lésions muqueuses entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_slpain,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Douleur au niveau d'une ou plusieurs lésions cutanées,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une sensation désagréable, inconfortable ou douloureuse au niveau du ou des sites de la lésion cutanée.",Indiquez « Oui » si le patient a ressenti cela entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_slpain_score,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,"Score maximal de douleur, où 0 signifie « aucune douleur » et 10 signifie « la douleur la plus intense possible ».",,"Il s'agit de l'évaluation objective par le patient de l'intensité de la douleur au niveau du ou des sites de la lésion, sur une échelle de 0 à 10. Où 0 correspond à « aucune douleur » et 10 à « la pire douleur imaginable ».",Indiquez l'évaluation par le patient de la sévérité de la douleur au(x) site(s) de la lésion.
lesion_mlpain,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Douleur au niveau d'une ou plusieurs lésions muqueuses,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une sensation désagréable, inconfortable ou douloureuse au niveau du ou des sites de la lésion muqueuse.",Indiquez « Oui » si le patient a ressenti cela entre 00 h 00 et 24 h 00 le jour de l'évaluation.
lesion_mlpain_score,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,"Score maximal de douleur, où 0 signifie « aucune douleur » et 10 signifie « la douleur la plus intense possible ».",,"Il s'agit de l'évaluation objective par le patient de l'intensité de la douleur au niveau du ou des sites de la lésion, sur une échelle de 0 à 10, où 0 correspond à « aucune douleur » et 10 à « la pire douleur imaginable ».",Indiquez l'évaluation par le patient de la gravité de la douleur au(x) site(s) de la lésion.
lesion_desc,quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,Décrivez toute autre complication liée aux lésions,,Il s'agit d'autres complications de la lésion qui n'ont pas été précisées ci-dessus. ,Décrivez les autres complications de la lésion qui sont survenues ou ont été identifiées pour la première fois entre 00h00 et 24h00 le jour de l'évaluation et qui n'ont pas été précisées ci-dessus.
treat_dailydata,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Saisir les données relatives aux traitements et interventions pour cette date ?,"1, Oui | 0, Non",Cette section fait référence aux traitements ou interventions généralement effectués et consignés aux urgences et/ou dans le service ou l'unité de soins intensifs où le patient a été admis entre 00h00 et 24h00 le jour de l'évaluation.,Indiquez « Oui » si des traitements ou des interventions ont été effectués et enregistrés entre 00h00 et 24h00 le jour de l'évaluation.
treat_fluid,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Liquides prescrits,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de tous les liquides prescrits (par voie orale ou parentérale/intraveineuse), à l'exclusion de ceux que le patient consomme dans le cadre d'un régime alimentaire non prescrit.",Indiquez « Oui » si le patient s'est vu prescrire et a reçu des liquides entre 00 h 00 et 24 h 00 le jour de l'évaluation.
