Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,Completion Guideline2,Language Speaker Reviewed,Clinical Language Speaker Reviewed
diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,treat_blood_plate,Plaquetas (unidades/24 horas),,Las plaquetas se refieren a la transferencia de plaquetas sanguíneas de un donante a un receptor o a la reinfusión al donante.,Registre el número de unidades que recibió el paciente entre las 00:00 y las 24:00 horas del día de la evaluación en mililitros (ml).,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,
diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,treat_blood_cryo,Crioprecipitado (unidades/24 horas),,"El crioprecipitado es un producto sanguíneo congelado preparado a partir de plasma congelado que contiene fibrinógeno (factor I), factor antihemofílico (factor VIII), factor XIII, factor von Willebrand (vWF) y fibronectina.",Registre el número de unidades que recibió el paciente entre las 00:00 y las 24:00 horas del día de la evaluación en mililitros (ml).,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,
diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,treat_blood_whole,Volumen de sangre total (unidades/24 horas),,La sangre total se refiere a la administración intravenosa de sangre completa (sangre que contiene plasma y glóbulos rojos) a una persona.,Registre el número de unidades que recibió el paciente entre las 00:00 y las 24:00 del día de la evaluación en mililitros (ml).,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,
diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,treat_blood_plasma,Plasma fresco congelado (unidades/24 horas),,El plasma fresco congelado se refiere al plasma que se separa de la sangre completa y se congela rápidamente después de una donación de sangre para ser utilizado en transfusiones sanguíneas.,Registre el número de unidades que recibió el paciente entre las 00:00 y las 24:00 del día de la evaluación en mililitros (ml).,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,
diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,treat_blood_fibrin,Concentrado de fibrinógeno (unidades/24 horas),,"El concentrado de fibrinógeno es un agente hemostático utilizado para el tratamiento de episodios hemorrágicos agudos en pacientes con deficiencia congénita de fibrinógeno, incluyendo la afibrinogenemia y la hipofibrinogenemia.",Anote el número de unidades que recibió el paciente entre las 00:00 y las 24:00 horas del día de la evaluación en mililitros (ml).,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,
diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,treat_blood_rcc,Concentrado de hematíes (unidades/24 horas),,"Los glóbulos rojos concentrados son glóbulos rojos procedentes de una unidad de sangre total tras la eliminación de la mayor parte del plasma, dejando una unidad con un hematocrito de aproximadamente el 60 %.",Anote el número de unidades que recibió el paciente entre las 00:00 y las 24:00 horas del día de la evaluación en mililitros (ml).,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,
diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,treat_intravenim,Inmunoglobulina intravenosa,"1, Sí | 0, No | 99, Desconocido","Se refiere a preparados de inmunoglobulina, que contienen principalmente inmunoglobulina G (IgG), que se utilizan en infusiones intravenosas. Algunos ejemplos son Octagam®, Intragam P®, KIOVIG®, Flebogamma 5 % DIF®, Carimune NF®, Gamunex®, Gammagard S/D®, Gammagard Liquid®, Gammaked® y Privigen®.",Indique «Sí» si el paciente recibió inmunoglobulina intravenosa entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if the patient received intravenous immunoglobulin between 00:00 and 24:00 hours on the day of assessment.",,
diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,treat_plasmapher,Plasmaféresis/canalización de plasma,"1, Sí | 0, No | 99, Desconocido","La plasmaféresis (canalización extracorpórea) se refiere a la separación extracorpórea de los componentes sanguíneos, lo que da como resultado un producto filtrado. Los métodos incluyen la centrifugación de flujo discontinuo, la centrifugación de flujo continuo y la filtración de plasma.",Indique «Sí» si el paciente recibió plasmaféresis entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if the patient received plasmapheresis between 00:00 and 24:00 hours on the day of assessment.",,
diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,treat_antibiotic,Antibióticos,"1, Sí | 0, No | 99, Desconocido",Los antibióticos son cualquier agente que actúa selectivamente contra las bacterias. No deben registrarse los preparados tópicos.,Indique «Sí» si el paciente recibió antibióticos entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if the patient received antibiotics between 00:00 and 24:00 hours on day of assessment",,
diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,treat_steroids,Corticosteroides,"1, Sí | 0, No | 99, Desconocido","Los corticosteroides (comúnmente denominados «esteroides») se refieren a todos los tipos de corticosteroides terapéuticos, producidos en la corteza suprarrenal (la parte externa de la glándula suprarrenal). También se producen en el laboratorio. Algunos ejemplos son: prednisolona, prednisona, metilprednisolona, dexametasona, hidrocortisona, fluticasona y betametasona. No se incluyen las preparaciones tópicas, pero sí las preparaciones inhaladas.",Indique «Sí» si el paciente recibió «esteroides» entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if the patient received 'steroids' between 00:00 and 24:00 hours on day of assessment.",,
diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,treat_other,Otras intervenciones o procedimientos,"1, Sí | 0, No | 99, Desconocido",Se refiere a cualquier otra intervención o procedimiento terapéutico específico no caracterizado de otro modo que usted considere relevante.,Indique «Sí» si se utilizaron otras intervenciones o procedimientos entre las 00:00 y las 24:00 horas del día de la evaluación.,Indicate 'Yes' if other intervention(s) or procedure(s) were used between 00:00 and 24:00 hours on day of assessment. ,,
diario,TRATAMIENTOS E INTERVENCIONES: Registrar todas las intervenciones realizadas entre las 00:00 y 24:00 del día de evaluación,treat_other_spec,Especifique otras intervenciones o procedimientos,,Se refiere a cualquier otra intervención o procedimiento terapéutico específico no caracterizado de otro modo que usted considere relevante.,"Si la respuesta es «Sí», especifique las intervenciones terapéuticas o los procedimientos no caracterizados de otro modo que considere relevantes.","If 'Yes', please specify the therapeutic intervention(s) or procedure(s)not otherwise characterised that you believe may be relevant.",,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_o2supp,Oxígeno suplementario,"1, Sí | 0, No | 99, Desconocido","Se refiere a cualquier método de oxigenoterapia que pueda administrarse a través de una cánula nasal, una mascarilla o ventilación no invasiva o invasiva.",Indique «Sí» si el paciente recibió oxígeno suplementario entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if the patient received supplemental oxygen between 00:00 and 24:00 hours on day of assessment.",,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_nasalprongs,Canula nasal,"1, Sí | 0, No | 99, Desconocido",Se refiere a las cánulas nasales o cánulas nasales que administran oxígeno a través de dos pequeñas cánulas o cánulas insertadas en las fosas nasales.,Indique «Sí» si se utilizó este modo de asistencia respiratoria para administrar oxígeno suplementario al paciente entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_facemask,Mascarilla,"1, Sí | 0, No | 99, Desconocido","Se refiere a una mascarilla de oxígeno simple que es un dispositivo que se coloca sobre la nariz, la boca o la traqueotomía del paciente para administrar oxígeno a las vías respiratorias.",Indique «Sí» si se utilizó este modo de asistencia respiratoria para administrar oxígeno suplementario al paciente entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_hfno,Oxígeno nasal de alto flujo,"1, Sí | 0, No | 99, Desconocido","Se refiere a la oxigenoterapia nasal de alto flujo, que es una asistencia respiratoria no invasiva que administra aire calentado, humidificado y enriquecido con oxígeno a los pacientes a caudales superiores a los que suelen administrar los dispositivos de oxígeno de flujo estándar.",Indique «Sí» si se utilizó este modo de asistencia respiratoria para administrar oxígeno suplementario al paciente entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_niv,Ventilación no invasiva,"1, Sí | 0, No | 99, Desconocido","Se refiere a la ventilación no invasiva, que proporciona asistencia respiratoria a través de las vías respiratorias superiores del paciente mediante una mascarilla o un dispositivo similar, sin necesidad de intubación traqueal. Algunos ejemplos son la presión positiva continua en las vías respiratorias (CPAP) y la presión positiva continua bifásica en las vías respiratorias (BiPAP). ",Indique «Sí» si este modo de asistencia respiratoria se utilizó para administrar oxígeno suplementario al paciente entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_niv_type,Tipo de ventilación no invasiva,"1, CPAP | 2, BIPAP | 99, desconocido | 88, otro",Se refiere al tipo de asistencia respiratoria no invasiva o ventilación (VNI) utilizada. La presión positiva continua en las vías respiratorias (CPAP) es una técnica que utiliza una presión en las vías respiratorias mantenida continuamente por encima de la presión atmosférica durante todo el ciclo respiratorio para apoyar la actividad respiratoria espontánea. La presión positiva continua bifásica en las vías respiratorias (BPAP) utiliza un cambio cíclico en el tiempo del nivel de presión positiva aplicada en las vías respiratorias para apoyar la actividad respiratoria espontánea.,Seleccione la opción más adecuada correspondiente al tipo de VNI utilizado entre las 00:00 y las 24:00 horas del día de la evaluación.,Select the single most appropriate option corresponding to the type of NIV used between 00:00 and 24:00 hours on day of assessment.,,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_niv_type_oth,Especifique otro tipo de ventilación no invasiva,,Se refiere al tipo de asistencia respiratoria no invasiva o ventilación (VNI) utilizada.,"Si «Otro», especifique otro tipo de ventilación no invasiva.","If 'Other', specify other type of non-invasive ventilation.",,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_imv,Ventilación invasiva,"1, Sí | 0, No | 99, Desconocido","Se refiere a la ventilación mecánica invasiva (VMI), que indica que el paciente ha sido sometido a una intubación traqueal para asistir mecánicamente o sustituir la respiración espontánea en pacientes mediante el uso de un dispositivo motorizado que impulsa aire oxigenado a los pulmones. El modo de intubación puede ser orotraqueal, nasotraqueal o mediante una cricotirotomía o traqueotomía.",Indique «Sí» si se utilizó este modo de asistencia respiratoria para administrar oxígeno suplementario al paciente entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_ecmo,ECLS/ECMO,"1, Sí | 0, No | 99, Desconocido","Se refiere a la oxigenación por membrana extracorpórea (ECMO), también denominada soporte vital extracorpóreo (ECLS), que es la aplicación de un sistema de soporte vital que hace circular la sangre a través de un sistema de oxigenación y puede consistir en una bomba, un oxigenador de membrana y un intercambiador de calor.",Indique «Sí» si se utilizó este modo de asistencia respiratoria para administrar oxígeno suplementario al paciente entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_ecmo_type,Tipo de ECLS/ECMO,"1, Veno-venosa (VV) | 2, Veno-arterial (VA) | 99, Desconocida","Se refiere al tipo de oxigenación por membrana extracorpórea (ECMO), también llamada soporte vital extracorpóreo (ECLS). La ECMO/ECLS venovenosa (venosa-venosa) se utiliza para apoyar los pulmones y la ECLS/ECMO venoarterial (venosa-arterial) se utiliza para apoyar los pulmones y el corazón.",Seleccione la opción más adecuada correspondiente al tipo de ECLS/ECMO utilizado entre las 00:00 y las 24:00 horas del día de la evaluación.,Select the single most appropriate option corresponding to the type of ECLS / ECMO used between 00:00 and 24:00 hours on day of assessment.,,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_o2supp_pao2,Tipo de muestra de PaO2,"1, Arterial | 2, Capilar | 3, Venosa | 99, Desconocida | 0, No realizada",Se refiere al tipo de muestra de sangre utilizada para medir la presión parcial de oxígeno en sangre (PaO2) mediante un análisis de gases en sangre.,Seleccione el tipo de muestra de sangre utilizada para medir la presión parcial de oxígeno.,Select the type of blood sample used to measure partial pressure of oxygen.,,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_pao2,PaO2 (seleccione las unidades),,,,,,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_pao2_kpa,PaO2 (kPa),,Se refiere a la PaO2 más baja (en kPa) entre las 00:00 y las 24:00 del día de la evaluación.,Registre la PaO2 más baja (en kPa) que se midió entre las 00:00 y las 24:00 horas del día de la evaluación.,Record the lowest PaO2 (in kPa) that was measured between 00:00 and 24:00 hours on day of assessment.,,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_pao2_mmhg,PaO2 (mmHg),,Se refiere a la PaO2 más baja (en mmHg) entre las 00:00 y las 24:00 del día de la evaluación.,Registre la PaO2 más baja (en mmHg) que se midió entre las 00:00 y las 24:00 horas del día de la evaluación.,Record the lowest PaO2 (in mmHg) that was measured between 00:00 and 24:00 hours on day of assessment.,,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_highfio,FiO2 en el momento de la PaO2 (seleccione las unidades),,,,,,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_highfio_02110,"FiO2 en el momento de la PaO2 (fracción, 0,21-1,0)",,"Se refiere a la fracción de oxígeno inspirado (FiO2) medida, expresada como una fracción. Administrada en el momento en que se registró la PaO2 (presión parcial de oxígeno en sangre) más baja indicada anteriormente.",Escriba la FiO2 en el momento en que se registró el valor más bajo de PaO2 (registrado anteriormente) entre las 00:00 y las 24:00 horas del día de la evaluación.,Write the FiO2 at time of the lowest PaO2 (recorded above) that occurred any time between 00:00 and 24:00 on day of assessment.,,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_highfio_pcnt,"FiO2 en el momento de la PaO2 (%, 21-100)",,"Se refiere a la fracción de oxígeno inspirado (FiO2) medida, expresada como un porcentaje, administrada en el momento en que se registró la PaO2 (presión parcial de oxígeno en sangre) más baja indicada anteriormente.",Escriba la FiO2 en el momento en que se registró el valor más bajo de PaO2 (registrado anteriormente) entre las 00:00 y las 24:00 horas del día de la evaluación.,Write the FiO2 at time of the lowest PaO2 (recorded above) that occurred any time between 00:00 and 24:00 on day of assessment.,,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_prone,Posición prona,"1, Sí | 0, No | 99, Desconocido","Se refiere a la posición prona, que consiste en colocar al paciente boca abajo para facilitar la ventilación. Incluye tanto a pacientes con ventilación invasiva (intubados) como a pacientes no intubados o con ventilación autónoma.","Indique «Sí» para cualquier paciente que haya estado en posición prona para facilitar la ventilación en cualquier momento durante el ingreso. Si la respuesta es «Sí», indique a continuación qué tipo de ventilación se estaba aplicando mientras el paciente estaba en posición prona.","Indicate 'Yes', for any patients if they have been in the prone position to aid their ventilation at any time during admission. If 'Yes' Indicate what type of ventilation was occurring while prone positioning below.",,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_prone_when,¿Cuándo se colocó al paciente en posición prona?,"1, Durante la ventilación invasiva | 2, Durante la autoventilación | 99, Desconocida",Se refiere al tipo de ventilación asistida cuando el paciente se colocó en posición prona. Puede tratarse de pacientes con ventilación invasiva (intubados) o de pacientes no intubados/con ventilación autónoma. ,Especifique el tipo de ventilación asistida administrada cuando el paciente fue colocado en posición prona.,Specify the type of assisted ventilation administered when the patient was placed in prone position.,,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_o2supp_oth,Otras intervenciones o procedimientos de asistencia respiratoria,"1, Sí | 0, No | 99, Desconocido",Se refiere a cualquier otra intervención o procedimiento específico de asistencia respiratoria no caracterizado de otro modo que se considere relevante.,Indique «Sí» si se utilizaron otras intervenciones o procedimientos de asistencia respiratoria entre las 00:00 y las 24:00 horas del día de la evaluación.,Indicate 'Yes' if other respiratory support intervention(s) or procedure(s) were used between 00:00 and 24:00 hours on day of assessment. ,,
diario,SOPORTE RESPIRATORIO: Registrar todas las intervenciones respiratorias realizadas entre las 00:00 y 24:00 del día de evaluación,treat_o2supp_oth_spec,Especifique otras intervenciones o procedimientos de asistencia respiratoria,,Se refiere a cualquier otra intervención o procedimiento específico de asistencia respiratoria no caracterizado de otro modo que se considere relevante.,"Si la respuesta es «Sí», especifique las intervenciones o procedimientos de asistencia respiratoria no caracterizados de otro modo que considere relevantes.","If 'Yes', please specify the respiratory support intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.",,
diario,INTERVENCIONES DE CUIDADOS AVANZADOS: Registrar todas las intervenciones avanzadas realizadas entre las 00:00 y 24:00 del día de evaluación,critd_critcare,¿Se administraron intervenciones terapéuticas de cuidados avanzados (incluido el soporte orgánico agudo y los cuidados intensivos) en esta fecha?,"1, Sí | 0, No | 99, Desconocido","Se refiere a cualquier intervención terapéutica de cuidados avanzados (incluido el soporte orgánico agudo y los cuidados intensivos) que se administró entre las 00:00 y las 24:00 horas del día de la evaluación. Esta sección no incluye ninguna intervención de asistencia respiratoria, que se registra por separado.",Indique «Sí» si se administraron intervenciones terapéuticas o procedimientos de cuidados avanzados (incluido el soporte orgánico agudo y los cuidados intensivos) entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if any advanced care (including acute organ support and critical care) therapeutic intervention(s) or procedure(s) were administered between 00:00 and 24:00 hours on day of assessment.",,
diario,INTERVENCIONES DE CUIDADOS AVANZADOS: Registrar todas las intervenciones avanzadas realizadas entre las 00:00 y 24:00 del día de evaluación,critd_icu,Ingreso en la UCI/UTI/UHD/unidad de cuidados intermedios,"1, Sí | 0, No | 99, Desconocido","Se refiere al ingreso del paciente en unidades de cuidados intensivos (UCI), unidades de terapia intensiva (UTI), unidades de cuidados críticos, unidades de alta dependencia (UAD) o unidades de nivel similar entre las 00:00 y las 24:00 horas del día de la evaluación.",Indique «Sí» si el paciente fue ingresado en la UCI (o en una unidad de nivel similar) entre las 00:00 y las 24:00 horas del día de la evaluación. ,"Indicate 'Yes', if the patient was admitted to ICU (or unit of similar level) between 00:00 and 24:00 hours on day of assessment. ",,
diario,INTERVENCIONES DE CUIDADOS AVANZADOS: Registrar todas las intervenciones avanzadas realizadas entre las 00:00 y 24:00 del día de evaluación,critd_neuromusc,Agentes bloqueantes neuromusculares,"1, Sí | 0, No | 99, Desconocido","Se refiere al uso de bloqueantes neuromusculares entre las 00:00 y las 24:00 horas del día de la evaluación. Algunos ejemplos son Atracurium, Cisatracurium, Nimbex, Norcuron, Pancuronium, Pavulon, Rocuronium, Tracrium, Vecuronium y Zemuron.",Indique «Sí» si se utilizaron bloqueadores neuromusculares entre las 00:00 y las 24:00 horas del día de la evaluación.,"Indicate 'Yes', if neuromuscular blockers were used between 00:00 and 24:00 hours on day of assessment.",,
diario,INTERVENCIONES DE CUIDADOS AVANZADOS: Registrar todas las intervenciones avanzadas realizadas entre las 00:00 y 24:00 del día de evaluación,critd_nitricoxide,Óxido nítrico inhalado,"1, Sí | 0, No | 99, Desconocido","Se refiere al óxido nítrico en forma de inhalante entre las 00:00 y las 24:00 horas del día de la evaluación. El óxido nítrico inhalado se utiliza normalmente para la insuficiencia respiratoria hipóxica, entre otros usos.",Indique «Sí» si se utilizó óxido nítrico inhalado en cualquier momento entre las 00:00 y las 24:00 horas del día de la evaluación.,Indicate 'Yes' if inhaled nitric oxide was used any time between 00:00 and 24:00 hours on day of assessment.,,
diario,INTERVENCIONES DE CUIDADOS AVANZADOS: Registrar todas las intervenciones avanzadas realizadas entre las 00:00 y 24:00 del día de evaluación,critd_tracheostmy,Traqueotomía,"1, Sí | 0, No | 99, Desconocido","Se refiere a la formación quirúrgica de una abertura en la tráquea a través del cuello, o a la abertura así creada.",Indique «Sí» si se realizó una traqueotomía en cualquier momento entre las 00:00 y las 24:00 horas del día de la evaluación.,Indicate 'Yes' if a tracheostomy was inserted at any time between 00:00 and 24:00 on day of assessment.,,
diario,INTERVENCIONES DE CUIDADOS AVANZADOS: Registrar todas las intervenciones avanzadas realizadas entre las 00:00 y 24:00 del día de evaluación,critd_rtt,Terapia de sustitución renal (TSR) o diálisis/hemofiltración,"1, Sí | 0, No | 99, Desconocido","Se refiere a los tratamientos que sustituyen la función de filtrado de la sangre de los riñones. Incluye la diálisis (hemodiálisis o diálisis peritoneal), la hemofiltración y la hemodiafiltración. Puede ser intermitente o continua.",Indique «Sí» si se realizó terapia de reemplazo renal en cualquier momento entre las 00:00 y las 24:00 horas del día de la evaluación.,Indicate 'Yes' if renal replacement therapy was done any time between 00:00 and 24:00 on day of assessment.,,
diario,INTERVENCIONES DE CUIDADOS AVANZADOS: Registrar todas las intervenciones avanzadas realizadas entre las 00:00 y 24:00 del día de evaluación,critd_rtt_typ,Tipo de terapia de sustitución renal (TSR) o diálisis/hemofiltración,"1, Intermitente | 2, Continua | 99, Desconocida","Se refiere a los tratamientos que sustituyen la función de filtrado de la sangre de los riñones. Incluye la diálisis (hemodiálisis o diálisis peritoneal), la hemofiltración y la hemodiafiltración. Puede ser intermitente o continua. Intermitente se refiere a procedimientos con purificación sanguínea no continua (por ejemplo, diálisis, filtración y/o perfusión) a través de un acceso vascular mediante el aumento del flujo sanguíneo. Continuo se refiere a procedimientos con purificación sanguínea continua (por ejemplo, diálisis, filtración o perfusión) a través de un acceso vascular diseñado para imitar la función renal en enfermedades renales.",Seleccione la opción más adecuada correspondiente al tipo de terapia de reemplazo renal (TRR) o diálisis/hemofiltración.,Select the single most appropriate option corresponding to the type of renal replacement therapy (RRT) or dialysis / hemofiltration,,
diario,INTERVENCIONES DE CUIDADOS AVANZADOS: Registrar todas las intervenciones avanzadas realizadas entre las 00:00 y 24:00 del día de evaluación,critd_vasopress,Cualquier vasopresor/soporte inotrópico,"1, Sí | 0, No | 99, Desconocido","Se refiere al uso continuo de un vasopresor o inotrópico durante al menos una hora. Un vasopresor es un agente farmacéutico que provoca vasoconstricción. Entre los agentes se incluyen la norepinefrina, la epinefrina, la vasopresina, la terlipresina y la fenilefrina. Un inotrópico es un agente farmacéutico que altera la fuerza de la contractilidad miocárdica. Los inotrópicos «positivos» más utilizados son la dobutamina, la dopamina, la milrinona y la adrenalina (epinefrina).",Indique «Sí» si este agente se utilizó durante al menos una hora entre las 00:00 y las 24:00 horas del día de la evaluación. Indique la cantidad utilizada a continuación.,"Indicate 'Yes', if this agent was used for at least one hour between 00:00 and 24:00 hours on day of assessment. Indicate the amount used below.",,
diario,INTERVENCIONES DE CUIDADOS AVANZADOS: Registrar todas las intervenciones avanzadas realizadas entre las 00:00 y 24:00 del día de evaluación,critd_vasopress1,Dopamina < 5 ug/kg/min O dobutamina O milrinona O levosimendán,"1, Sí | 0, No | 99, Desconocido",Se refiere al tipo de vasopresores utilizados.,Indique «Sí» si este agente se utilizó durante al menos una hora entre las 00:00 y las 24:00 horas del día de la evaluación. Indique la cantidad utilizada a continuación.,"Indicate 'Yes', if this agent(s) was used for at least one hour between 00:00 and 24:00 hours on day of assessment. Indicate the amount used below.",,
diario,INTERVENCIONES DE CUIDADOS AVANZADOS: Registrar todas las intervenciones avanzadas realizadas entre las 00:00 y 24:00 del día de evaluación,critd_vasopress2,"Dopamina 5-15 ug/kg/min O epinefrina (adrenalina)/norepinefrina (noradrenalina) < 0,1 ug/kg/min O vasopresina O fenilefrina","1, Sí | 0, No | 99, Desconocido",Se refiere al tipo de vasopresores utilizados.,Indique «Sí» si este agente se utilizó durante al menos una hora entre las 00:00 y las 24:00 horas del día de la evaluación. Indique la cantidad utilizada a continuación.,"Indicate 'Yes', if this agent(s) was used for at least one hour between 00:00 and 24:00 hours on day of assessment. Indicate the amount used below.",,
diario,INTERVENCIONES DE CUIDADOS AVANZADOS: Registrar todas las intervenciones avanzadas realizadas entre las 00:00 y 24:00 del día de evaluación,critd_vasopress3,"Dopamina > 15 ug/kg/min O epinefrina (adrenalina)/norepinefrina (noradrenalina) > 0,1 ug/kg/min","1, Sí | 0, No | 99, Desconocido",Se refiere al tipo de vasopresores utilizados.,Indique «Sí» si este agente se utilizó durante al menos una hora entre las 00:00 y las 24:00 horas del día de la evaluación. Indique la cantidad utilizada a continuación.,"Indicate 'Yes', if this agent(s) was used for at least one hour between 00:00 and 24:00 hours on day of assessment. Indicate the amount used below.",,
diario,INTERVENCIONES DE CUIDADOS AVANZADOS: Registrar todas las intervenciones avanzadas realizadas entre las 00:00 y 24:00 del día de evaluación,critd_critcareunlst,Otras intervenciones o procedimientos de cuidados avanzados,"1, Sí | 0, No | 99, Desconocido",Se refiere a cualquier otra intervención o procedimiento terapéutico de cuidados avanzados (incluido el soporte orgánico agudo y los cuidados intensivos) no caracterizado de otro modo que usted considere relevante.,Indique «Sí» si se utilizaron otras intervenciones o procedimientos de cuidados intensivos entre las 00:00 y las 24:00 horas del día de la evaluación.,Indicate 'Yes' if other critical care intervention(s) or procedure(s) were used between 00:00 and 24:00 hours on day of assessment. ,,
